experiment,ticker,horizon,model,observations,mean_price_mae,median_price_mae,mean_return_abs_error,directional_accuracy
Experiment 1 — Univariate Close,NVDA,20,GJR-GARCH,50,3.675177464468462,0.26817524965596107,0.0884970119316317,0.68
Experiment 1 — Univariate Close,NVDA,20,LightGBM,50,4.420393796033921,0.4794657220527083,0.11635593247812177,0.54
Experiment 1 — Univariate Close,NVDA,20,Naive,50,4.036516761779784,0.20063602924346724,0.09396481711120223,0.0
Experiment 1 — Univariate Close,NVDA,20,XGBoost,50,4.131072562797525,0.35961444349629623,0.11428141296045152,0.52
Experiment 1 — Univariate Close,PLUG,1,ARIMA,50,0.26669984619945797,0.0943735053280188,0.04382174005140918,0.52
Experiment 1 — Univariate Close,PLUG,1,Chronos-2,50,0.26569964945316316,0.10281884670257568,0.04387686245557128,0.52
Experiment 1 — Univariate Close,PLUG,1,EGARCH,50,0.2654189618603607,0.10020368437290617,0.04367851945993348,0.46
Experiment 1 — Univariate Close,PLUG,1,ETS,50,0.272495579078133,0.07959710171351397,0.043473929694693894,0.52
Experiment 1 — Univariate Close,PLUG,1,GARCH,50,0.265133798571588,0.10039706022995865,0.04360298041754173,0.46
Experiment 1 — Univariate Close,PLUG,1,GJR-GARCH,50,0.26540513017041245,0.10019065696346319,0.043670106189635904,0.46
Experiment 1 — Univariate Close,PLUG,1,LightGBM,50,0.28507983571833395,0.09955748854199076,0.048846379373758075,0.52
Experiment 1 — Univariate Close,PLUG,1,Naive,50,0.2648000222444533,0.09500014781951904,0.04345497497476845,0.04
Experiment 1 — Univariate Close,PLUG,1,XGBoost,50,0.3374894179856886,0.10423181844833973,0.054753578064234,0.38
Experiment 1 — Univariate Close,PLUG,5,ARIMA,50,0.6172363998285954,0.22361530121321516,0.09713973112147672,0.52
Experiment 1 — Univariate Close,PLUG,5,Chronos-2,50,0.6449175322055817,0.20746445655822732,0.09979604826510985,0.48
Experiment 1 — Univariate Close,PLUG,5,ETS,50,0.6180671420368204,0.2332711546919195,0.09792584963774348,0.56
Experiment 1 — Univariate Close,PLUG,5,GARCH,50,0.5972389212800252,0.20383938349574204,0.09666937722500528,0.52
Experiment 1 — Univariate Close,PLUG,5,GJR-GARCH,50,0.5976850212332093,0.20410690462690972,0.09708556686583991,0.52
Experiment 1 — Univariate Close,PLUG,5,LightGBM,50,0.8617825019835792,0.17907190961375763,0.11239188201021529,0.48
Experiment 1 — Univariate Close,PLUG,5,Naive,50,0.6144000351428983,0.22500014305114746,0.09695871195839506,0.02
Experiment 1 — Univariate Close,PLUG,5,XGBoost,50,0.6876742572275151,0.18510831092093039,0.11058087823189464,0.46
Experiment 1 — Univariate Close,PLUG,10,ARIMA,50,0.7758590815516265,0.1912839985590613,0.12001263096558247,0.5
Experiment 1 — Univariate Close,PLUG,10,Chronos-2,50,0.8658029103279112,0.23590213060379028,0.12458127588993301,0.44
Experiment 1 — Univariate Close,PLUG,10,ETS,50,0.7655034399731018,0.17236944898965212,0.12058938569084844,0.5
Experiment 1 — Univariate Close,PLUG,10,GARCH,50,0.7464538903215874,0.1901457309722387,0.12125154346161522,0.52
Experiment 1 — Univariate Close,PLUG,10,GJR-GARCH,50,0.7413597424307647,0.18955719681949512,0.1208117769007026,0.52
Experiment 1 — Univariate Close,PLUG,10,LightGBM,50,0.842729621569149,0.18380900677369094,0.1237798346583826,0.5
Experiment 1 — Univariate Close,PLUG,10,Naive,50,0.7743999719619749,0.19499991834163663,0.11994263462440795,0.1
Experiment 1 — Univariate Close,PLUG,10,XGBoost,50,0.9420182056865057,0.21168122272571277,0.12469333730964134,0.54
Experiment 1 — Univariate Close,PLUG,20,ARIMA,50,1.1903098190259642,0.3173058467762241,0.15844102484297592,0.44
Experiment 1 — Univariate Close,PLUG,20,Chronos-2,50,1.3209688958525658,0.2979177236557007,0.17052677061461985,0.58
Experiment 1 — Univariate Close,PLUG,20,ETS,50,1.170532547012862,0.3186697832338563,0.15755814494025125,0.58
Experiment 1 — Univariate Close,PLUG,20,GARCH,50,1.1559057006982492,0.2782539927211952,0.16637755886353323,0.56
Experiment 1 — Univariate Close,PLUG,20,GJR-GARCH,50,1.1521161039719052,0.2794910274472668,0.16692694984860526,0.56
Experiment 1 — Univariate Close,PLUG,20,LightGBM,50,1.3390775168040527,0.2811078119164856,0.20135604208643879,0.64
Experiment 1 — Univariate Close,PLUG,20,Naive,50,1.1891999301314353,0.315000057220459,0.15849129991434585,0.0
Experiment 1 — Univariate Close,PLUG,20,XGBoost,50,1.6648103598696156,0.31930227979324677,0.2321098882675956,0.5
Experiment 1 — Univariate Close,RKLB,1,ARIMA,50,1.5921450056731634,0.22429657382956725,0.03903961389683789,0.52
Experiment 1 — Univariate Close,RKLB,1,Chronos-2,50,1.5924836206436155,0.2698075771331787,0.04219117865036166,0.48
Experiment 1 — Univariate Close,RKLB,1,EGARCH,50,1.5860151471428776,0.2238530987193048,0.039187751501950495,0.52
Experiment 1 — Univariate Close,RKLB,1,ETS,50,1.6136380961827583,0.2244107776335802,0.03972507466053641,0.5
Experiment 1 — Univariate Close,RKLB,1,GARCH,50,1.585479225283749,0.22549433446430278,0.039220108828556664,0.42
Experiment 1 — Univariate Close,RKLB,1,GJR-GARCH,50,1.5854635182702628,0.2251623671211198,0.03921368255346455,0.5
Experiment 1 — Univariate Close,RKLB,1,LightGBM,50,1.8029185935685401,0.2132507103006107,0.04632088637104423,0.46
Experiment 1 — Univariate Close,RKLB,1,Naive,50,1.5838000440597528,0.22499990463256836,0.03918925956187164,0.0
Experiment 1 — Univariate Close,RKLB,1,XGBoost,50,1.7778545374735346,0.20869654475167287,0.044843689860056914,0.42
Experiment 1 — Univariate Close,RKLB,5,ARIMA,50,2.319032348245339,0.5131679253554051,0.06737837129308323,0.38
Experiment 1 — Univariate Close,RKLB,5,Chronos-2,50,2.3992979240417487,0.5741369724273682,0.07229483270341847,0.42
Experiment 1 — Univariate Close,RKLB,5,ETS,50,2.462747450109118,0.5343415644819951,0.06908629863310367,0.38
Experiment 1 — Univariate Close,RKLB,5,GARCH,50,2.333615492157901,0.4734734784514887,0.06682553709132596,0.44
Experiment 1 — Univariate Close,RKLB,5,GJR-GARCH,50,2.335023416903027,0.4736437711691035,0.06686486706903585,0.4
Experiment 1 — Univariate Close,RKLB,5,LightGBM,50,3.7208755687317203,0.8226534279959608,0.11278941197368823,0.44
Experiment 1 — Univariate Close,RKLB,5,Naive,50,2.31019998073578,0.47500014305114746,0.06663645339672306,0.0
Experiment 1 — Univariate Close,RKLB,5,XGBoost,50,3.312405678504517,0.7425587708954069,0.10019581485517925,0.48
Experiment 1 — Univariate Close,RKLB,10,ARIMA,50,4.04689200242289,0.6011915022847085,0.10688669410601255,0.52
Experiment 1 — Univariate Close,RKLB,10,Chronos-2,50,4.348039011955262,0.6134040355682373,0.1186066322692031,0.4
Experiment 1 — Univariate Close,RKLB,10,ETS,50,4.209239309182029,0.5247332470475605,0.10833189325026847,0.5
Experiment 1 — Univariate Close,RKLB,10,GARCH,50,4.0742594645049905,0.5709507629074411,0.10744121222011391,0.38
Experiment 1 — Univariate Close,RKLB,10,GJR-GARCH,50,4.0741557214704684,0.5771043448971627,0.107338090514805,0.38
Experiment 1 — Univariate Close,RKLB,10,LightGBM,50,5.233981490303336,0.789797512219585,0.15508406593436697,0.5
Experiment 1 — Univariate Close,RKLB,10,Naive,50,4.047200083732605,0.5400004386901855,0.10679763412336435,0.0
Experiment 1 — Univariate Close,RKLB,10,XGBoost,50,4.938910350237682,0.8575970175187075,0.15159438104861034,0.48
Experiment 1 — Univariate Close,RKLB,20,ARIMA,50,6.473961103160881,1.4891511784906437,0.2074548954179499,0.38
Experiment 1 — Univariate Close,RKLB,20,Chronos-2,50,6.877423806190491,1.7766799926757812,0.22641120800276332,0.36
Experiment 1 — Univariate Close,RKLB,20,ETS,50,6.619923512927918,1.4629825295510943,0.20373572505164056,0.48
Experiment 1 — Univariate Close,RKLB,20,GARCH,50,6.517517497357302,1.4684765137868938,0.20640348832362673,0.48
Experiment 1 — Univariate Close,RKLB,20,GJR-GARCH,50,6.5165615478608085,1.475030535644958,0.20622428630615022,0.52
Experiment 1 — Univariate Close,RKLB,20,LightGBM,50,8.062047199594772,1.5057730218746124,0.26664423416964217,0.64
Experiment 1 — Univariate Close,RKLB,20,Naive,50,6.459099698066711,1.4749999046325684,0.20570434219817474,0.0
Experiment 1 — Univariate Close,RKLB,20,XGBoost,50,7.841517227609782,1.3196537784209563,0.25426964355670395,0.62
Experiment 1 — Univariate Close,SMCI,1,ARIMA,50,0.3146926143946629,0.04532432797594854,0.02365052273494176,0.5
Experiment 1 — Univariate Close,SMCI,1,Chronos-2,50,0.4080560350418092,0.0556125044822694,0.02833484102617727,0.22
Experiment 1 — Univariate Close,SMCI,1,EGARCH,50,0.3155505574864431,0.04944039206761042,0.023679075714608092,0.62
Experiment 1 — Univariate Close,SMCI,1,ETS,50,0.32202433655920465,0.0492449437642275,0.024103035221292562,0.42
Experiment 1 — Univariate Close,SMCI,1,GARCH,50,0.3155424574503196,0.04970843263348068,0.023671842834668545,0.64
Experiment 1 — Univariate Close,SMCI,1,GJR-GARCH,50,0.3155662206474932,0.049629397335728576,0.023676561825386796,0.64
Experiment 1 — Univariate Close,SMCI,1,LightGBM,50,0.2944651302927697,0.05304312522884258,0.025296316933682384,0.56
Experiment 1 — Univariate Close,SMCI,1,Naive,50,0.3167200446128846,0.04949992895126354,0.023822691906984394,0.02
Experiment 1 — Univariate Close,SMCI,1,XGBoost,50,0.3099976031305017,0.07217508631196701,0.0275626941024623,0.52
Experiment 1 — Univariate Close,SMCI,5,ARIMA,50,0.9879626479735722,0.13082686503006746,0.0632549791886983,0.56
Experiment 1 — Univariate Close,SMCI,5,Chronos-2,50,1.0470318925380704,0.1288604736328125,0.06779528684332335,0.46
Experiment 1 — Univariate Close,SMCI,5,ETS,50,1.0043918035382307,0.12081914534288751,0.06434936528610248,0.6
Experiment 1 — Univariate Close,SMCI,5,GARCH,50,0.9962174263493355,0.12000293915412041,0.06284212763485185,0.6
Experiment 1 — Univariate Close,SMCI,5,GJR-GARCH,50,0.9962769856930197,0.12061617574600758,0.06289367528581216,0.6
Experiment 1 — Univariate Close,SMCI,5,LightGBM,50,1.0879316172596742,0.16877437782751614,0.07643547609417853,0.58
Experiment 1 — Univariate Close,SMCI,5,Naive,50,0.985999993085861,0.13050007820129395,0.06338267709999769,0.0
Experiment 1 — Univariate Close,SMCI,5,XGBoost,50,1.0116310643696211,0.16150925428733232,0.07046299700610581,0.62
Experiment 1 — Univariate Close,SMCI,10,ARIMA,50,1.7198871168168153,0.1940950110179258,0.10076579040150462,0.52
Experiment 1 — Univariate Close,SMCI,10,Chronos-2,50,1.8202210140228272,0.22480392456054693,0.10772980118083231,0.4
Experiment 1 — Univariate Close,SMCI,10,ETS,50,1.7570653490397785,0.1946822299838904,0.1027195100315452,0.6
Experiment 1 — Univariate Close,SMCI,10,GARCH,50,1.7318180132172152,0.17311325937947708,0.10001620576689746,0.6
Experiment 1 — Univariate Close,SMCI,10,GJR-GARCH,50,1.7320667700621186,0.17409864417023946,0.10009908361253517,0.6
Experiment 1 — Univariate Close,SMCI,10,LightGBM,50,1.707893505881518,0.23806743918676215,0.1196244395376157,0.42
Experiment 1 — Univariate Close,SMCI,10,Naive,50,1.7189599061012266,0.19550001621246338,0.10075548656400132,0.0
Experiment 1 — Univariate Close,SMCI,10,XGBoost,50,1.653246761693075,0.24939821582962884,0.12312601881987734,0.44
Experiment 1 — Univariate Close,SMCI,20,ARIMA,50,1.8695808305198367,0.34284110871381346,0.1323469809758882,0.46
Experiment 1 — Univariate Close,SMCI,20,Chronos-2,50,1.8605818772315978,0.31321197748184215,0.1364006957836975,0.54
Experiment 1 — Univariate Close,SMCI,20,ETS,50,1.947008124361638,0.332010860177661,0.13664648353330092,0.5
Experiment 1 — Univariate Close,SMCI,20,GARCH,50,1.7942611769127381,0.3050078815117404,0.13072958032146356,0.58
Experiment 1 — Univariate Close,SMCI,20,GJR-GARCH,50,1.7945885339775334,0.3063920151288567,0.1307796615006761,0.58
Experiment 1 — Univariate Close,SMCI,20,LightGBM,50,2.460380147269392,0.35043873162260075,0.16963722054987176,0.52
Experiment 1 — Univariate Close,SMCI,20,Naive,50,1.8688801360130314,0.3424999713897706,0.13208970372594653,0.0
Experiment 1 — Univariate Close,SMCI,20,XGBoost,50,2.3977109547112825,0.3717879646721425,0.17195921521473104,0.54
Experiment 2 — OHLCV,AAPL,1,ARIMA,50,1.081676392320915,0.6207401668022374,0.012055893530241703,0.42
Experiment 2 — OHLCV,AAPL,1,Chronos-2,50,1.0846984291076647,0.45590972900390625,0.012333988471149844,0.52
Experiment 2 — OHLCV,AAPL,1,EGARCH,50,1.0615025581943527,0.5849702397978653,0.011667423853896774,0.62
Experiment 2 — OHLCV,AAPL,1,ETS,50,1.0670383126022875,0.6050423457966367,0.011823134006523699,0.46
Experiment 2 — OHLCV,AAPL,1,GARCH,50,1.058823514320892,0.5909460451401412,0.011617953798534118,0.62
Experiment 2 — OHLCV,AAPL,1,GJR-GARCH,50,1.0606092512872982,0.5804794754514759,0.011649033837331173,0.62
Experiment 2 — OHLCV,AAPL,1,LightGBM,50,1.1788996237749716,0.5275797493357786,0.012852455823054847,0.48
Experiment 2 — OHLCV,AAPL,1,Naive,50,1.0765672874450665,0.617242813110348,0.011966747583068493,0.0
Experiment 2 — OHLCV,AAPL,1,XGBoost,50,1.1105712798086091,0.39866877077781027,0.01259784386710106,0.48
Experiment 2 — OHLCV,AAPL,5,ARIMA,50,2.916367805247442,1.0199599484029704,0.028768097911276394,0.54
Experiment 2 — OHLCV,AAPL,5,Chronos-2,50,3.019513053894043,1.1967792510986328,0.029954678823074073,0.42
Experiment 2 — OHLCV,AAPL,5,ETS,50,2.8746184031744297,1.100793384892242,0.0281852061102538,0.56
Experiment 2 — OHLCV,AAPL,5,GARCH,50,2.908317909597214,1.1161891634904322,0.02766542847871737,0.62
Experiment 2 — OHLCV,AAPL,5,GJR-GARCH,50,2.9075468913629106,1.1261411514101258,0.027731476043986323,0.62
Experiment 2 — OHLCV,AAPL,5,LightGBM,50,3.2826139866912625,1.3009851409984314,0.03237083609834898,0.54
Experiment 2 — OHLCV,AAPL,5,Naive,50,2.9244099998474113,1.084907531738267,0.028822055126631514,0.0
Experiment 2 — OHLCV,AAPL,5,XGBoost,50,3.5326135994949754,0.9187884719709523,0.033291091034716974,0.58
Experiment 2 — OHLCV,AAPL,10,ARIMA,50,3.6039159369316427,1.485169608416001,0.0401160839360506,0.52
Experiment 2 — OHLCV,AAPL,10,Chronos-2,50,3.5906976699829105,1.3338346481323242,0.0393471965568284,0.62
Experiment 2 — OHLCV,AAPL,10,ETS,50,3.465506258824066,1.3394728311185773,0.038851192030515624,0.64
Experiment 2 — OHLCV,AAPL,10,GARCH,50,3.3821906320440007,1.3979621646054188,0.03590532272402878,0.68
Experiment 2 — OHLCV,AAPL,10,GJR-GARCH,50,3.40072519052063,1.3887578861783272,0.03622643427102795,0.68
Experiment 2 — OHLCV,AAPL,10,LightGBM,50,4.113546001599564,1.5734795783592972,0.045850850326581115,0.62
Experiment 2 — OHLCV,AAPL,10,Naive,50,3.610375232696533,1.4745950698852504,0.0401661532844384,0.0
Experiment 2 — OHLCV,AAPL,10,XGBoost,50,3.800028226193257,1.3327320778445646,0.043564925016836675,0.62
Experiment 2 — OHLCV,AAPL,20,ARIMA,50,6.414903169027818,2.3214403257487017,0.06779035480204212,0.52
Experiment 2 — OHLCV,AAPL,20,Chronos-2,50,6.535267238616943,2.041861534118654,0.06788989171151041,0.54
Experiment 2 — OHLCV,AAPL,20,ETS,50,6.412038706019646,2.633375037274508,0.0669275649771778,0.62
Experiment 2 — OHLCV,AAPL,20,GARCH,50,5.871409934036536,2.1359590230947134,0.06466579385805084,0.68
Experiment 2 — OHLCV,AAPL,20,GJR-GARCH,50,5.9086248934571985,2.1953578454180356,0.06473631881195337,0.68
Experiment 2 — OHLCV,AAPL,20,LightGBM,50,7.166321419384665,2.8927489893481084,0.09433409381148725,0.5
Experiment 2 — OHLCV,AAPL,20,Naive,50,6.409120712280273,2.3265686035156268,0.0677403942552402,0.0
Experiment 2 — OHLCV,AAPL,20,XGBoost,50,7.584682371210465,3.6080024591720132,0.09644596979998507,0.48
Experiment 2 — OHLCV,AMZN,1,ARIMA,50,1.1288003590741342,0.4044129734739954,0.013316758117481262,0.56
Experiment 2 — OHLCV,AMZN,1,Chronos-2,50,1.316744976043701,0.4655876159667969,0.016071860517228833,0.42
Experiment 2 — OHLCV,AMZN,1,EGARCH,50,1.1191020663149345,0.3967077784247621,0.013241600864330618,0.64
Experiment 2 — OHLCV,AMZN,1,ETS,50,1.131970382795153,0.4234125330928249,0.013370003835606962,0.56
Experiment 2 — OHLCV,AMZN,1,GARCH,50,1.1127900285000796,0.4237662851493962,0.01317316706307481,0.64
Experiment 2 — OHLCV,AMZN,1,GJR-GARCH,50,1.1170245625787183,0.4054941232251954,0.01321748318005451,0.64
Experiment 2 — OHLCV,AMZN,1,LightGBM,50,1.5132406826512008,0.6378859159842065,0.016372692239957378,0.56
Experiment 2 — OHLCV,AMZN,1,Naive,50,1.143970279693602,0.4037499427795419,0.013492777907347946,0.0
Experiment 2 — OHLCV,AMZN,1,XGBoost,50,1.4409696173499194,0.5800012425305248,0.01620771976588184,0.48
Experiment 2 — OHLCV,AMZN,5,ARIMA,50,3.256244507620352,1.1519682936004472,0.03275588323259402,0.6
Experiment 2 — OHLCV,AMZN,5,Chronos-2,50,3.179802608489989,1.1166181564331055,0.03294121950268729,0.54
Experiment 2 — OHLCV,AMZN,5,ETS,50,3.26335659099863,1.3665418689336306,0.03304973636598878,0.52
Experiment 2 — OHLCV,AMZN,5,GARCH,50,3.192762927089439,1.2299828414025527,0.03265368502908825,0.56
Experiment 2 — OHLCV,AMZN,5,GJR-GARCH,50,3.200233483075928,1.3061054567441701,0.03271904671570811,0.56
Experiment 2 — OHLCV,AMZN,5,LightGBM,50,3.0473485320075007,1.4097024453197982,0.034474997802087445,0.52
Experiment 2 — OHLCV,AMZN,5,Naive,50,3.262930164337159,1.261249542236314,0.033073537103826885,0.0
Experiment 2 — OHLCV,AMZN,5,XGBoost,50,3.472490377907336,1.8839076172555451,0.0356708037714646,0.62
Experiment 2 — OHLCV,AMZN,10,ARIMA,50,5.238061239994529,1.6494706702654298,0.04779601104460974,0.52
Experiment 2 — OHLCV,AMZN,10,Chronos-2,50,5.086496162414551,1.788569450378418,0.04801749170155897,0.38
Experiment 2 — OHLCV,AMZN,10,ETS,50,5.078036065650248,1.5805408178618574,0.04638412313227715,0.58
Experiment 2 — OHLCV,AMZN,10,GARCH,50,4.78185985571519,1.6158363080314793,0.04524216430475742,0.6
Experiment 2 — OHLCV,AMZN,10,GJR-GARCH,50,4.808859418074547,1.610232955751684,0.04517862262152764,0.6
Experiment 2 — OHLCV,AMZN,10,LightGBM,50,5.822859333765972,2.1398160422237993,0.05573932631313094,0.54
Experiment 2 — OHLCV,AMZN,10,Naive,50,5.127041244506837,1.6054983139038086,0.046602770333334924,0.0
Experiment 2 — OHLCV,AMZN,10,XGBoost,50,5.419068419877238,1.9498725521874007,0.04964691878690853,0.54
Experiment 2 — OHLCV,AMZN,20,ARIMA,50,6.3670570231287265,1.8237343614992785,0.06648326293909207,0.5
Experiment 2 — OHLCV,AMZN,20,Chronos-2,50,6.156835231781007,2.211576461791992,0.06471425438393574,0.54
Experiment 2 — OHLCV,AMZN,20,ETS,50,6.259977641152677,2.096017901797534,0.06472890187198249,0.48
Experiment 2 — OHLCV,AMZN,20,GARCH,50,6.2748087727025075,2.9957275069453093,0.06547222150846643,0.54
Experiment 2 — OHLCV,AMZN,20,GJR-GARCH,50,6.242026784319972,3.2249930155457385,0.06509504323973507,0.54
Experiment 2 — OHLCV,AMZN,20,LightGBM,50,7.5465802209043025,3.2255212630014647,0.0749382931571101,0.74
Experiment 2 — OHLCV,AMZN,20,Naive,50,6.20187002182007,2.036247253417983,0.06424552877572327,0.0
Experiment 2 — OHLCV,AMZN,20,XGBoost,50,8.078667285199804,3.4595232568138172,0.08029075594680421,0.68
Experiment 2 — OHLCV,CVNA,1,ARIMA,50,1.311223933473862,0.5997427225275529,0.046281833325578996,0.44
Experiment 2 — OHLCV,CVNA,1,Chronos-2,50,1.2937306046485901,0.6274337768554688,0.057463265082858435,0.54
Experiment 2 — OHLCV,CVNA,1,EGARCH,50,1.3014571656229976,0.5678195955227898,0.045902025262342515,0.4
Experiment 2 — OHLCV,CVNA,1,ETS,50,1.3008480207695396,0.5914598114565637,0.047728307003006884,0.38
Experiment 2 — OHLCV,CVNA,1,GARCH,50,1.3037380697717256,0.5677876179434747,0.04603817046503347,0.38
Experiment 2 — OHLCV,CVNA,1,GJR-GARCH,50,1.303619565979603,0.5680318588459419,0.046070123978564324,0.36
Experiment 2 — OHLCV,CVNA,1,LightGBM,50,1.5567860705580039,0.761064656142393,0.055715933669142174,0.38
Experiment 2 — OHLCV,CVNA,1,Naive,50,1.2933198761939997,0.5829994678497314,0.045635954448773594,0.02
Experiment 2 — OHLCV,CVNA,1,XGBoost,50,1.4367182848039641,0.6786622970105407,0.05753336537943838,0.38
Experiment 2 — OHLCV,CVNA,5,ARIMA,50,2.4656014967043594,1.3580231492166401,0.10104993225795068,0.54
Experiment 2 — OHLCV,CVNA,5,Chronos-2,50,2.511438094377518,1.481297492980957,0.11345840681216414,0.42
Experiment 2 — OHLCV,CVNA,5,ETS,50,2.457421951978933,1.5620243224841857,0.09724053044260848,0.52
Experiment 2 — OHLCV,CVNA,5,GARCH,50,2.4930864684835963,1.31929291676461,0.10169568847353018,0.46
Experiment 2 — OHLCV,CVNA,5,GJR-GARCH,50,2.491621847091883,1.3710542560316696,0.10170535629020767,0.44
Experiment 2 — OHLCV,CVNA,5,LightGBM,50,2.686696006148484,1.6523667578599266,0.12863594684780072,0.56
Experiment 2 — OHLCV,CVNA,5,Naive,50,2.4698403894901273,1.4669985771179164,0.10104669415326185,0.0
Experiment 2 — OHLCV,CVNA,5,XGBoost,50,2.650157031418608,2.0115493596579377,0.12666593111284366,0.58
Experiment 2 — OHLCV,CVNA,10,ARIMA,50,3.1234654296044315,1.9998887158821157,0.1287667366424836,0.5
Experiment 2 — OHLCV,CVNA,10,Chronos-2,50,3.398066623210907,2.4090919494628906,0.15307050077310028,0.36
Experiment 2 — OHLCV,CVNA,10,ETS,50,3.2331331601370654,1.9974513362713378,0.13320128233107242,0.5
Experiment 2 — OHLCV,CVNA,10,GARCH,50,3.203526957999179,1.9449108699344606,0.1319965233506394,0.46
Experiment 2 — OHLCV,CVNA,10,GJR-GARCH,50,3.2111304550258155,1.9818496050376586,0.13242665160951061,0.44
Experiment 2 — OHLCV,CVNA,10,LightGBM,50,4.48421940950004,3.4240971812723835,0.18535064906372764,0.44
Experiment 2 — OHLCV,CVNA,10,Naive,50,3.1259596276283257,2.0259976387023926,0.12878512217794558,0.0
Experiment 2 — OHLCV,CVNA,10,XGBoost,50,4.520242053485656,3.391344122076596,0.18478329793189047,0.38
Experiment 2 — OHLCV,CVNA,20,ARIMA,50,4.6999069951370425,2.942162445006808,0.1935601371927977,0.52
Experiment 2 — OHLCV,CVNA,20,Chronos-2,50,4.969665701389313,3.5493874549865723,0.20495104687302315,0.42
Experiment 2 — OHLCV,CVNA,20,ETS,50,4.735152558986727,3.2179591408264336,0.21526958249393666,0.52
Experiment 2 — OHLCV,CVNA,20,GARCH,50,4.73097518375414,2.821034244644581,0.19617687398886038,0.52
Experiment 2 — OHLCV,CVNA,20,GJR-GARCH,50,4.736837159837518,3.0365392518973655,0.19700028223588284,0.5
Experiment 2 — OHLCV,CVNA,20,LightGBM,50,7.514513447436989,5.420748045513923,0.31428701627468003,0.36
Experiment 2 — OHLCV,CVNA,20,Naive,50,4.689639966487884,3.000000476837159,0.19342254100848108,0.0
Experiment 2 — OHLCV,CVNA,20,XGBoost,50,7.261916093026109,4.966836679653909,0.3092238454516219,0.42
Experiment 2 — OHLCV,ENPH,1,ARIMA,50,2.3242981494039943,0.37384272822963993,0.03834628144066162,0.56
Experiment 2 — OHLCV,ENPH,1,Chronos-2,50,2.5568630087375652,0.5404698848724365,0.036381840220310206,0.64
Experiment 2 — OHLCV,ENPH,1,EGARCH,50,2.3096711025713508,0.3694930087910233,0.03832910341512174,0.62
Experiment 2 — OHLCV,ENPH,1,ETS,50,2.3244595017995384,0.3707738590071621,0.038659850811655974,0.5
Experiment 2 — OHLCV,ENPH,1,GARCH,50,2.30701690004466,0.3696314301414798,0.038313846272976154,0.64
Experiment 2 — OHLCV,ENPH,1,GJR-GARCH,50,2.307390417731168,0.36947357416353555,0.03831009305497107,0.64
Experiment 2 — OHLCV,ENPH,1,LightGBM,50,2.54418845871778,0.4448713425395412,0.041281750048780805,0.52
Experiment 2 — OHLCV,ENPH,1,Naive,50,2.326600271463394,0.36999988555908203,0.038418012328511504,0.0
Experiment 2 — OHLCV,ENPH,1,XGBoost,50,2.6634055968086003,0.29473297501451867,0.04019648814494521,0.5
Experiment 2 — OHLCV,ENPH,5,ARIMA,50,5.274953337760611,0.9718431353896948,0.08144370280129429,0.58
Experiment 2 — OHLCV,ENPH,5,Chronos-2,50,5.1822494435310364,1.0120177268981942,0.07868058335614353,0.68
Experiment 2 — OHLCV,ENPH,5,ETS,50,5.209107688729717,0.9850085285151877,0.082017832213655,0.48
Experiment 2 — OHLCV,ENPH,5,GARCH,50,5.2716547979262245,0.9676522842617468,0.08284529961629189,0.42
Experiment 2 — OHLCV,ENPH,5,GJR-GARCH,50,5.270477225978258,0.962885343228292,0.08302590164865595,0.42
Experiment 2 — OHLCV,ENPH,5,LightGBM,50,7.797770809504714,1.2946935558575943,0.10336119086269663,0.4
Experiment 2 — OHLCV,ENPH,5,Naive,50,5.254599337577819,0.9650001525878951,0.08140997250996239,0.0
Experiment 2 — OHLCV,ENPH,5,XGBoost,50,6.98903874564739,1.382312247327988,0.09577433153629275,0.46
Experiment 2 — OHLCV,ENPH,10,ARIMA,50,7.868668539964444,2.126791564547224,0.13040791893218537,0.64
Experiment 2 — OHLCV,ENPH,10,Chronos-2,50,7.590913047790528,2.335969924926757,0.12988002070238078,0.66
Experiment 2 — OHLCV,ENPH,10,ETS,50,7.744211415923505,2.1257667906503315,0.13046648601881916,0.54
Experiment 2 — OHLCV,ENPH,10,GARCH,50,7.94693516470971,2.4280352991444003,0.13454379770994943,0.36
Experiment 2 — OHLCV,ENPH,10,GJR-GARCH,50,7.946337154969244,2.427172604121714,0.1348556814826371,0.36
Experiment 2 — OHLCV,ENPH,10,LightGBM,50,10.212960683728866,1.6812042353321206,0.1531336351702925,0.52
Experiment 2 — OHLCV,ENPH,10,Naive,50,7.874799482822418,2.130000114440917,0.13106677546211792,0.0
Experiment 2 — OHLCV,ENPH,10,XGBoost,50,9.692819430155025,2.2484516259563767,0.15358103020023547,0.54
Experiment 2 — OHLCV,ENPH,20,ARIMA,50,12.179544611558008,3.414318147128969,0.2062305543387916,0.56
Experiment 2 — OHLCV,ENPH,20,Chronos-2,50,12.255576003789901,3.8857622146606454,0.20065076342387778,0.54
Experiment 2 — OHLCV,ENPH,20,ETS,50,12.192508874368539,3.4013470558233045,0.2099219342028163,0.52
Experiment 2 — OHLCV,ENPH,20,GARCH,50,12.168630977836363,3.4570649972765786,0.21055557778929634,0.4
Experiment 2 — OHLCV,ENPH,20,GJR-GARCH,50,12.176000715303033,3.4694723008386097,0.21124019410384853,0.4
Experiment 2 — OHLCV,ENPH,20,LightGBM,50,17.072006935760985,3.612087095287503,0.27282074440937915,0.46
