ticker,cutoff_date,horizon,model,last_price,prediction,actual,price_mae,return_abs_error,direction_hit,prediction_error,prediction_error_pct,is_window_winner
AAPL,2011-03-11,1,Chronos-2,10.527891159057615,10.551164294775234,10.574847221374512,0.0236829265992781,0.0022495413603229,1.0,-0.023682926599278176,0.22395526009500008,False
AAPL,2011-03-11,5,Chronos-2,10.527891159057615,10.64573432591738,9.890216827392578,0.755517498524803,0.0717634222381562,0.0,0.7555174985248012,7.63903877650358,False
AAPL,2011-03-11,10,Chronos-2,10.527891159057615,10.76163883014134,10.514430046081545,0.2472087840597954,0.023481320268695,0.0,0.2472087840597954,2.35113822600326,False
AAPL,2011-03-11,20,Chronos-2,10.527891159057615,10.981728460072093,10.021523475646973,0.96020498442512,0.0912058236467436,0.0,0.9602049844251201,9.58142728257323,False
AAPL,2011-07-05,1,Chronos-2,10.45132541656494,10.471802904980418,10.521010398864746,0.0492074938843281,0.0047082539221614,1.0,-0.0492074938843281,0.4677069218526555,False
AAPL,2011-07-05,5,Chronos-2,10.45132541656494,10.532075981907406,10.58053493499756,0.0484589530901544,0.0046366323082189,1.0,-0.048458953090154466,0.45800097431619735,False
AAPL,2011-07-05,10,Chronos-2,10.45132541656494,10.587474967084466,11.271445274353027,0.6839703072685612,0.0654434035882658,1.0,-0.6839703072685612,6.0681686387180775,False
AAPL,2011-07-05,20,Chronos-2,10.45132541656494,10.682508672342523,11.63215160369873,0.9496429313562054,0.0908633970817767,1.0,-0.9496429313562071,8.163949058695595,False
AAPL,2011-10-25,1,Chronos-2,11.897151947021484,11.909216638471838,11.98179817199707,0.0725815335252324,0.0061007486370217,1.0,-0.07258153352523244,0.6057649484938277,False
AAPL,2011-10-25,5,Chronos-2,11.897151947021484,11.971364655182482,11.859468460083008,0.1118961950994741,0.0094052925942068,0.0,0.11189619509947413,0.9435177931970397,False
AAPL,2011-10-25,10,Chronos-2,11.897151947021484,12.05882468195064,12.150190353393556,0.0913656714429169,0.0076796254977471,1.0,-0.09136567144291696,0.7519690538625879,False
AAPL,2011-10-25,20,Chronos-2,11.897151947021484,12.22067623816922,11.261275291442873,0.9594009467263458,0.0806412283375549,0.0,0.9594009467263476,8.519469792691858,False
AAPL,2012-02-17,1,Chronos-2,15.018218040466309,15.05073730453763,15.398975372314451,0.3482380677768208,0.0231877088772116,1.0,-0.34823806777682087,2.2614366174187928,False
AAPL,2012-02-17,5,Chronos-2,15.018218040466309,15.168739781877465,15.72528839111328,0.5565486092358167,0.0370582320576386,1.0,-0.556548609235815,3.539194928535195,False
AAPL,2012-02-17,10,Chronos-2,15.018218040466309,15.322347398996126,15.946621894836426,0.6242744958403001,0.0415678141147108,1.0,-0.6242744958403001,3.91477580616897,False
AAPL,2012-02-17,20,Chronos-2,15.018218040466309,15.62575552069144,17.978675842285156,2.352920321593716,0.1566710721108068,1.0,-2.3529203215937162,13.087283747892812,False
AAPL,2012-06-12,1,Chronos-2,17.232736587524414,17.258054506070305,17.11309242248535,0.1449620835849536,0.0084120176066463,0.0,0.14496208358495366,0.8470829234492071,False
AAPL,2012-06-12,5,Chronos-2,17.232736587524414,17.35856663740778,17.569217681884766,0.210651044476986,0.0122238881449325,1.0,-0.21065104447698602,1.1989779413694879,False
