experiment,5d_ml_mae,5d_chronos_mae,5d_chronos_improvement_pct
univariate,6.667511830971142,5.490694708251956,17.650019265849267
ohlcv,6.667511830971142,5.22506165161133,21.634010046439087
cross_market,12.90169703472369,10.59384458007813,17.887975887468087
