ticker,experiment,cutoff_date,horizon,last_price,actual_final,ml_final,chronos_p10,chronos_p50,chronos_p90,ml_mae,chronos_mae,ml_direction,chronos_direction,actual_return,ml_return,chronos_p10_return,chronos_p50_return,chronos_p90_return,chronos_p10_breach,chronos_p90_breach
AAPL,Experiment 2 — OHLCV,2011-10-25,10,11.897151947021484,12.150190353393556,12.505250034622264,11.16335678100586,12.014665603637695,12.801826477050781,0.3550596812287079,0.13552474975586115,1.0,1.0,0.021268821941491822,0.051112912595272064,-0.061678220912302795,0.009877461188989134,0.07604126887324392,False,False
AAPL,Experiment 2 — OHLCV,2011-10-25,20,11.897151947021484,11.261275291442873,12.210302860577023,10.89949893951416,12.15180492401123,13.316373825073242,0.9490275691341505,0.8905296325683576,0.0,0.0,-0.05344780485364875,0.026321502402424812,-0.08385645673434405,0.021404532624591743,0.11929089284322947,False,False
AAPL,Experiment 2 — OHLCV,2012-02-17,1,15.018218040466309,15.398975372314451,15.14296993926795,14.534103393554688,14.975393295288086,15.36167049407959,0.2560054330465018,0.4235820770263654,1.0,0.0,0.02535302995483213,0.008306704461574554,-0.03223515903199592,-0.0028515197384157975,0.02286905494965219,False,True
AAPL,Experiment 2 — OHLCV,2012-02-17,5,15.018218040466309,15.72528839111328,15.593498371485133,14.358766555786133,15.042171478271484,15.639265060424805,0.13179001962814674,0.6831169128417951,1.0,1.0,0.04708084199748486,0.03830549865961075,-0.043910101911112,0.0015949587188461845,0.04135291006463593,False,True
AAPL,Experiment 2 — OHLCV,2012-02-17,10,15.018218040466309,15.946621894836426,14.475776155169513,14.359332084655762,15.216757774353027,16.068986892700195,1.4708457396669132,0.7298641204833984,0.0,1.0,0.06181850948418455,-0.036118924617767334,-0.04387244572126936,0.013219926182437725,0.06996628024727092,False,False
AAPL,Experiment 2 — OHLCV,2012-02-17,20,15.018218040466309,17.978675842285156,14.814090111357572,14.080497741699219,15.286505699157715,16.569917678833008,3.164585730927584,2.6921701431274414,0.0,1.0,0.19712443872115526,-0.013592020608484856,-0.06243885234855562,0.017864147262245833,0.10332115529190444,False,True
AAPL,Experiment 2 — OHLCV,2012-06-12,1,17.232736587524414,17.11309242248535,17.235569790357932,16.702939987182617,17.18646240234375,17.587007522583008,0.12247736787258034,0.07336997985839844,0.0,1.0,-0.0069428418656197755,0.00016440817853435874,-0.030743613914770873,-0.002685248796419515,0.020558019514733683,False,False
AAPL,Experiment 2 — OHLCV,2012-06-12,5,17.232736587524414,17.569217681884766,17.258190614591314,16.41132354736328,17.16187286376953,17.85488510131836,0.31102706729345186,0.4073448181152344,1.0,0.0,0.01952569127087722,0.0014770739944651723,-0.047665850167743606,-0.0041121573114617505,0.03610271129220122,False,False
AAPL,Experiment 2 — OHLCV,2012-06-12,10,17.232736587524414,17.10921287536621,16.970577363068998,16.23296356201172,17.230592727661133,18.247852325439453,0.13863551229721338,0.12137985229492188,1.0,1.0,-0.007167968449516504,-0.015212860889732727,-0.05801591757843483,-0.00012440623416909435,0.05890624119734578,False,False
AAPL,Experiment 2 — OHLCV,2012-06-12,20,17.232736587524414,18.078277587890625,16.31952218523304,15.832450866699219,17.277076721191406,18.801132202148438,1.7587554026575845,0.8012008666992188,0.0,1.0,0.04906597371066046,-0.05299299955368042,-0.08125730430063716,0.00257301754958017,0.0910125682394205,False,False
AAPL,Experiment 2 — OHLCV,2012-10-03,1,20.16904640197754,20.02937126159668,20.389470784569138,19.52600860595703,20.05602264404297,20.457355499267578,0.3600995229724582,0.026651382446289062,0.0,1.0,-0.006925222819020527,0.010928845033049583,-0.031882409470655904,-0.005603822594383523,0.014294632058646561,False,False
AAPL,Experiment 2 — OHLCV,2012-10-03,5,20.16904640197754,19.25168800354004,20.934653191741646,19.1693115234375,20.074935913085938,20.873048782348633,1.6829651882016066,0.8232479095458984,0.0,1.0,-0.045483478998171956,0.037959493696689606,-0.04956778117392879,-0.004666085198870573,0.03490509002458686,False,False
AAPL,Experiment 2 — OHLCV,2012-10-03,10,20.16904640197754,19.362823486328125,21.59521056067183,18.9422664642334,20.149337768554688,21.328065872192383,2.2323870743437055,0.7865142822265625,0.0,1.0,-0.03997327883436097,0.07071053981781006,-0.06082488548510934,-0.0009771722980873587,0.05746525874922881,False,False
AAPL,Experiment 2 — OHLCV,2012-10-03,20,20.16904640197754,17.32594108581543,22.524595574560095,18.559093475341797,20.277423858642578,22.046707153320312,5.1986544887446655,2.9514827728271484,0.0,0.0,-0.1409637946930078,0.11679030954837799,-0.07982295714674392,0.0053734546743078315,0.09309615903103241,True,False
AAPL,Experiment 2 — OHLCV,2013-01-30,1,13.784954071044922,13.744524002075195,14.00779942618501,13.353214263916016,13.735798835754395,14.14773178100586,0.2632754241098141,0.008725166320800781,0.0,1.0,-0.0029329128527638693,0.01616583950817585,-0.03131964059537706,-0.003565861375902424,0.02631693280160774,False,False
AAPL,Experiment 2 — OHLCV,2013-01-30,5,13.784954071044922,13.800649642944336,12.961231402044945,12.929363250732422,13.739031791687012,14.585902214050293,0.8394182408993913,0.06161785125732422,0.0,0.0,0.0011386016825680745,-0.059755198657512665,-0.06206700551216593,-0.0033313335047208126,0.05810306939562104,False,False
AAPL,Experiment 2 — OHLCV,2013-01-30,10,13.784954071044922,14.174271583557127,13.988413788127154,12.650933265686035,13.728711128234863,14.902769088745117,0.18585779542997294,0.44556045532226385,1.0,0.0,0.02824220599544547,0.014759549871087074,-0.0822651130728741,-0.004080023953666689,0.08108949887966244,False,False
AAPL,Experiment 2 — OHLCV,2013-01-30,20,13.784954071044922,13.396982192993164,13.171493768134766,12.241230964660645,13.647649765014648,15.244011878967285,0.2254884248583977,0.2506675720214844,1.0,1.0,-0.028144589822514332,-0.04450216516852379,-0.11198608993749526,-0.009960447116663107,0.10584422700305485,False,False
AAPL,Experiment 2 — OHLCV,2013-05-23,1,13.508260726928713,13.600221633911133,13.515453478424536,13.13499641418457,13.47337532043457,13.7793607711792,0.08476815548659644,0.1268463134765625,1.0,0.0,0.0068077533326771356,0.0005324705853126943,-0.027632299989593823,-0.0025825239236461073,0.020069204298821974,False,False
AAPL,Experiment 2 — OHLCV,2013-05-23,5,13.508260726928713,13.740154266357422,13.526747869181705,12.800888061523438,13.500469207763672,14.226698875427246,0.2134063971757172,0.23968505859375,1.0,0.0,0.01716679475740568,0.0013685805024579167,-0.05236593220288743,-0.0005767966226405408,0.05318509636598345,False,False
AAPL,Experiment 2 — OHLCV,2013-05-23,10,13.508260726928713,13.498183250427246,13.860954205544742,12.547979354858398,13.531944274902344,14.572513580322266,0.3627709551174956,0.033761024475097656,0.0,0.0,-0.0007460232449746362,0.026109466329216957,-0.07108845405656061,0.0017532640546698008,0.07878533550007405,False,False
AAPL,Experiment 2 — OHLCV,2013-05-23,20,13.508260726928713,12.63325023651123,14.503984241645314,11.981741905212402,13.524725914001465,15.138246536254883,1.870734005134084,0.8914756774902344,0.0,0.0,-0.06477595510672585,0.07371219247579575,-0.11300631906468872,0.0012188976364608806,0.12066585345638114,False,False
AAPL,Experiment 2 — OHLCV,2013-09-16,1,13.842866897583008,14.002789497375488,13.891985859806033,13.487848281860352,13.917364120483398,14.351008415222168,0.11080363756945566,0.08542537689208984,1.0,1.0,0.01155270804636599,0.003548322943970561,-0.02564632155674651,0.005381632536927583,0.03670782370434278,False,False
AAPL,Experiment 2 — OHLCV,2013-09-16,5,13.842866897583008,15.089012145996094,13.93213484026564,13.173636436462402,14.007587432861328,14.889251708984375,1.156877305730454,1.0814247131347656,1.0,1.0,0.09002074914342106,0.006448660045862198,-0.04834478768537853,0.011899307888821875,0.07559018078719437,False,True
AAPL,Experiment 2 — OHLCV,2013-09-16,10,13.842866897583008,14.66183853149414,13.837151937259424,12.913900375366211,14.050840377807617,15.232237815856934,0.8246865942347164,0.6109981536865234,0.0,1.0,0.05916199584741566,-0.0004128451400902122,-0.06710795741155295,0.015023873433394286,0.10036728147090046,False,False
AAPL,Experiment 2 — OHLCV,2013-09-16,20,13.842866897583008,15.255081176757812,13.094394950693335,12.372415542602539,14.020475387573242,15.7046537399292,2.1606862260644775,1.2346057891845703,0.0,1.0,0.10201747149800156,-0.054069142788648605,-0.10622448123352346,0.012830325632997575,0.13449431076096396,False,False
AAPL,Experiment 2 — OHLCV,2014-01-08,1,16.81100082397461,16.59632682800293,16.87042040661481,16.52890968322754,16.840112686157227,17.151695251464844,0.274093578611879,0.24378585815429688,0.0,0.0,-0.012769852206867327,0.003534565446898341,-0.016780151503221208,0.0017317149934998888,0.020266159704445563,False,False
AAPL,Experiment 2 — OHLCV,2014-01-08,5,16.81100082397461,17.240978240966797,17.039447633331445,16.251291275024414,16.870573043823242,17.52159309387207,0.2015306076353518,0.3704051971435547,1.0,1.0,0.025577145673503665,0.01358912605792284,-0.03329424314535623,0.0035436450495960337,0.042269480403811954,False,False
AAPL,Experiment 2 — OHLCV,2014-01-08,10,16.81100082397461,17.20447540283203,17.11525531104433,15.930113792419434,16.86810302734375,17.78676986694336,0.08922009178770196,0.33637237548828125,1.0,1.0,0.02340577952362466,0.018098535016179085,-0.05239944015105391,0.003396716469593164,0.05804348314451224,False,False
AAPL,Experiment 2 — OHLCV,2014-01-08,20,16.81100082397461,15.948516845703123,19.166168720659527,15.371984481811523,16.841699600219727,18.272340774536133,3.2176518749564043,0.8931827545166033,0.0,0.0,-0.05130473713626116,0.14009682834148407,-0.08559968304271726,0.0018261123514631272,0.08692759972252628,False,False
AAPL,Experiment 2 — OHLCV,2014-05-02,1,18.44017219543457,18.7009391784668,18.49163027202983,18.103227615356445,18.430654525756836,18.701513290405273,0.20930890643696998,0.2702846527099645,1.0,0.0,0.01414124446716336,0.002790542086586356,-0.01827231202111801,-0.0005161377874817186,0.014172378229494242,False,False
AAPL,Experiment 2 — OHLCV,2014-05-02,5,18.44017219543457,18.32286834716797,17.99789815785934,17.794845581054688,18.44960594177246,19.081890106201172,0.32497018930862964,0.1267375946044922,1.0,0.0,-0.006361320654893032,-0.023984268307685852,-0.034995693507658965,0.0005115866727223306,0.034799995573006504,False,False
AAPL,Experiment 2 — OHLCV,2014-05-02,10,18.44017219543457,18.69743156433105,18.262297807292075,17.478498458862305,18.462535858154297,19.31317710876465,0.43513375703897594,0.23489570617675426,0.0,1.0,0.01395102855710717,-0.00964602641761303,-0.05215101715863357,0.001212768648942708,0.04734255754651895,False,False
AAPL,Experiment 2 — OHLCV,2014-05-02,20,18.44017219543457,19.671876907348636,17.80983159641326,17.154354095458984,18.435535430908203,19.669538497924805,1.8620453109353754,1.2363414764404332,0.0,0.0,0.06679464263457424,-0.03418301045894623,-0.06972918074452306,-0.00025144909045449193,0.06666783202787019,False,True
AAPL,Experiment 2 — OHLCV,2014-08-25,1,22.352537155151367,22.20945167541504,22.4671190690908,21.926944732666016,22.372421264648438,22.78595542907715,0.2576673936757601,0.16296958923339844,0.0,0.0,-0.0064013082158485,0.005126125644892454,-0.019040005147123562,0.0008895683456000558,0.01939011535546853,False,False
AAPL,Experiment 2 — OHLCV,2014-08-25,5,22.352537155151367,22.739978790283203,22.377295588902822,21.719768524169922,22.36994171142578,22.93546485900879,0.36268320138038135,0.3700370788574219,1.0,1.0,0.017333228547728785,0.0011076341615989804,-0.02830858200075137,0.0007786389595778598,0.026078816011411154,False,False
AAPL,Experiment 2 — OHLCV,2014-08-25,10,22.352537155151367,21.57106208801269,22.394806751890947,21.603225708007812,22.41997528076172,23.235008239746094,0.8237446638782551,0.848913192749027,0.0,0.0,-0.03496135860168237,0.001891042455099523,-0.033522433804382135,0.0030170233089092946,0.03947968315495465,True,False
AAPL,Experiment 2 — OHLCV,2014-08-25,20,22.352537155151367,22.594688415527344,22.977853971758798,21.290327072143555,22.479867935180664,23.751428604125977,0.38316555623145376,0.11482048034667969,1.0,1.0,0.010833278508617594,0.027975205332040787,-0.0475207836871,0.005696479963123613,0.06258311704236319,False,False
AAPL,Experiment 2 — OHLCV,2014-12-16,1,23.601348876953125,24.18944931030273,23.557948240339893,23.07630157470703,23.547653198242188,23.910802841186523,0.6315010699628374,0.6417961120605433,0.0,0.0,0.024918085674496826,-0.0018389049218967557,-0.022246495528007948,-0.0022751105875720157,0.013111706701458115,False,True
AAPL,Experiment 2 — OHLCV,2014-12-16,5,23.601348876953125,24.881458282470703,24.971808259445424,22.602001190185547,23.513782501220703,24.300006866455078,0.09034997697472136,1.36767578125,1.0,0.0,0.05423882389907009,0.058066993951797485,-0.04234282082679808,-0.0037102275886413683,0.029602460145156995,False,True
AAPL,Experiment 2 — OHLCV,2014-12-16,10,23.601348876953125,24.403905868530277,24.979520238877058,22.363800048828125,23.585912704467773,24.74995994567871,0.5756143703467806,0.8179931640625036,1.0,0.0,0.034004708619042257,0.058393754065036774,-0.052435512672475926,-0.0006540377232602257,0.0486671789275237,False,False
AAPL,Experiment 2 — OHLCV,2014-12-16,20,23.601348876953125,23.616817474365234,26.58261756423917,21.837491989135742,23.58285140991211,25.235027313232422,2.9658000898739374,0.033966064453125,1.0,0.0,0.0006554115823107498,0.12631772458553314,-0.07473542707297554,-0.0007837461806717849,0.06921970624630669,False,False
AAPL,Experiment 2 — OHLCV,2015-04-13,1,28.15593910217285,28.03385162353516,28.17669542027905,27.517547607421875,28.102413177490234,28.55740737915039,0.14284379674388958,0.06856155395507457,0.0,1.0,-0.0043361181523605685,0.0007371914689429104,-0.02267342220177304,-0.0019010527224249119,0.014258742197185592,False,False
AAPL,Experiment 2 — OHLCV,2015-04-13,5,28.15593910217285,28.322404861450195,28.17277110148277,27.146160125732422,28.164783477783203,29.06366729736328,0.14963375996742556,0.1576213836669922,1.0,1.0,0.005912278708704033,0.0005978134577162564,-0.03586380027233771,0.00031412113722284474,0.03223931519017875,False,False
AAPL,Experiment 2 — OHLCV,2015-04-13,10,28.15593910217285,29.443321228027344,28.729187006877304,26.995468139648438,28.350582122802734,29.696807861328125,0.7141342211500401,1.0927391052246094,1.0,1.0,0.045723288475046475,0.02035975083708763,-0.04121584999574235,0.006913036000097739,0.054726242785358314,False,False
AAPL,Experiment 2 — OHLCV,2015-04-13,20,28.15593910217285,28.155412673950195,29.183165366708522,26.466684341430664,28.486419677734375,30.541057586669922,1.0277526927583267,0.3310070037841797,0.0,0.0,-1.869688028321992e-05,0.03648346662521362,-0.059996392044043834,0.011737508536379115,0.08471102582804657,False,False
AAPL,Experiment 2 — OHLCV,2015-08-04,1,25.552064895629883,25.721454620361328,25.538278449192642,24.80182647705078,25.426273345947266,26.00794219970703,0.1831761711686859,0.2951812744140625,0.0,0.0,0.006629199065646407,-0.0005395433399826288,-0.029361165981830806,-0.004922950461985209,0.017841114052395746,False,False
AAPL,Experiment 2 — OHLCV,2015-08-04,5,25.552064895629883,25.41024780273437,26.54504185661883,24.316484451293945,25.605527877807617,26.909460067749023,1.134794053884459,0.19528007507324574,0.0,0.0,-0.00555012260162846,0.038860928267240524,-0.048355404910828015,0.0020923155289449547,0.05312271934434909,False,False
AAPL,Experiment 2 — OHLCV,2015-08-04,10,25.552064895629883,26.08417510986328,27.145950374193077,23.897991180419922,25.733510971069336,27.475311279296875,1.0617752643297962,0.3506641387939453,1.0,1.0,0.020824548481966465,0.06237795203924179,-0.06473346565008353,0.007101033759134179,0.07526774808700187,False,False
AAPL,Experiment 2 — OHLCV,2015-08-04,20,25.552064895629883,24.118350982666016,28.924815601836656,23.55845069885254,25.951770782470703,28.107866287231445,4.80646461917064,1.8334197998046875,0.0,0.0,-0.05610951282489396,0.13199523091316223,-0.07802164736667949,0.015642801803825268,0.1000232819555289,False,False
AAPL,Experiment 2 — OHLCV,2015-11-24,1,26.730987548828125,26.53985595703125,26.759031580599206,26.11919403076172,26.62030029296875,26.94681739807129,0.21917562356795628,0.0804443359375,0.0,1.0,-0.007150188201904051,0.0010491206776350737,-0.02288705259949242,-0.004140784385806451,0.008074144243601866,False,False
AAPL,Experiment 2 — OHLCV,2015-11-24,5,26.730987548828125,26.146358489990234,26.38296626156361,25.56218719482422,26.502349853515625,27.422496795654297,0.2366077715733752,0.3559913635253906,1.0,1.0,-0.021870836525211712,-0.013019395060837269,-0.04372454821838956,-0.008553282773218096,0.025869199391269193,False,False
AAPL,Experiment 2 — OHLCV,2015-11-24,10,26.730987548828125,25.997947692871094,27.463510064699904,25.145620346069336,26.49812126159668,27.80129623413086,1.4655623718288098,0.5001735687255859,0.0,1.0,-0.027422849777548386,0.027403496205806732,-0.059308216722741,-0.008711473409131698,0.040039997899353974,False,False
AAPL,Experiment 2 — OHLCV,2015-11-24,20,26.730987548828125,24.421710968017575,28.67999373128282,24.345232009887695,26.460237503051758,28.455116271972656,4.258282763265246,2.0385265350341832,0.0,1.0,-0.08638949745467928,0.07291186600923538,-0.0892505574132827,-0.010128695966873713,0.0644992527864956,False,False
AAPL,Experiment 2 — OHLCV,2016-03-21,1,23.94382095336914,24.12693977355957,23.83257277692338,23.562908172607422,23.960494995117188,24.34899139404297,0.2943669966361888,0.1664447784423828,0.0,1.0,0.007647852886431661,-0.00464621651917696,-0.015908604625116007,0.0006963818256291443,0.016921711929892114,False,False
