horizon,ml_mae,chronos_mae,ml_direction,chronos_direction,chronos_mae_improvement_pct,chronos_direction_advantage_pp
1,4.419786933222614,3.5551381835937512,0.52,0.44,19.563131949404145,-8.000000000000002
5,12.90169703472369,10.59384458007813,0.6,0.52,17.887975887468087,-7.9999999999999964
10,19.26799627931379,16.421675000000004,0.52,0.48,14.772274387293768,-4.0000000000000036
20,31.42355454035514,25.90463959960938,0.56,0.6,17.562987451525238,3.9999999999999925
