ticker,experiment,cutoff_date,horizon,last_price,actual_final,ml_final,chronos_p10,chronos_p50,chronos_p90,ml_mae,chronos_mae,ml_direction,chronos_direction,actual_return,ml_return,chronos_p10_return,chronos_p50_return,chronos_p90_return,chronos_p10_breach,chronos_p90_breach
AAPL,Experiment 1 — Univariate Close,2011-03-11,1,10.527891159057615,10.574847221374512,10.511784381412598,10.369209289550781,10.575468063354492,10.742615699768066,0.06306283996191375,0.0006208419799804688,0.0,1.0,0.004460158412304516,-0.001529914909042307,-0.01507252184786434,0.004519129574771963,0.020395778932964514,False,False
AAPL,Experiment 1 — Univariate Close,2011-03-11,5,10.527891159057615,9.890216827392578,10.72758813112017,10.213316917419434,10.61052131652832,10.996150970458984,0.8373713037275916,0.7203044891357422,0.0,0.0,-0.06056999659579665,0.0189683735370636,-0.029880081099389,0.007848690323855934,0.04447802549692059,True,False
AAPL,Experiment 1 — Univariate Close,2011-03-11,10,10.527891159057615,10.514430046081545,10.976696120465219,10.118484497070312,10.683197021484375,11.217031478881836,0.46226607438367395,0.16876697540283025,0.0,0.0,-0.0012786143751580825,0.042630091309547424,-0.0388878129344139,0.014751849167166098,0.06545853385189315,False,False
AAPL,Experiment 1 — Univariate Close,2011-03-11,20,10.527891159057615,10.021523475646973,11.105358509486647,9.922260284423828,10.792703628540039,11.603616714477539,1.0838350338396747,0.7711801528930664,0.0,0.0,-0.04809773161218445,0.054851189255714417,-0.05752632369425059,0.025153420137193683,0.102178635698986,False,False
AAPL,Experiment 1 — Univariate Close,2011-07-05,1,10.45132541656494,10.521010398864746,10.495959471456374,10.230386734008789,10.448614120483398,10.635138511657715,0.02505092740837256,0.07239627838134766,1.0,0.0,0.006667573682985539,0.004270659759640694,-0.0211397764159148,-0.00025942126701405943,0.01758753916526601,False,False
AAPL,Experiment 1 — Univariate Close,2011-07-05,5,10.45132541656494,10.58053493499756,10.491440892282395,9.996238708496094,10.43220329284668,10.881811141967773,0.08909404271516586,0.14833164215088068,1.0,0.0,0.012362979170835953,0.003838314674794674,-0.04354344448480685,-0.0018296362380939568,0.04118958201421341,False,False
AAPL,Experiment 1 — Univariate Close,2011-07-05,10,10.45132541656494,11.271445274353027,10.25297923165729,9.86352825164795,10.469527244567871,11.075630187988281,1.0184660426957368,0.8019180297851562,0.0,1.0,0.07847041644002672,-0.018978089094161987,-0.05624139919950777,0.0017415808308947067,0.05973450701609995,False,True
AAPL,Experiment 1 — Univariate Close,2011-07-05,20,10.45132541656494,11.63215160369873,10.35678585657313,9.644461631774902,10.536615371704102,11.430925369262695,1.2753657471256012,1.095536231994629,0.0,1.0,0.11298339110771805,-0.009045700542628654,-0.07720205357984455,0.008160683142061753,0.0937297341392822,False,True
AAPL,Experiment 1 — Univariate Close,2011-10-25,1,11.897151947021484,11.98179817199707,12.138258345248403,11.592132568359375,11.85892105102539,12.048331260681152,0.15646017325133244,0.12287712097167969,1.0,0.0,0.007114830957233975,0.020265892148017883,-0.02563801656231457,-0.003213449417670544,0.012707185243399088,False,False
AAPL,Experiment 1 — Univariate Close,2011-10-25,5,11.897151947021484,11.859468460083008,12.447814280521882,11.344172477722168,11.943990707397461,12.539384841918945,0.5883458204388745,0.08452224731445312,0.0,0.0,-0.0031674376444280616,0.046285223215818405,-0.046479987123116295,0.003936972527925242,0.05398207047849368,False,False
AAPL,Experiment 1 — Univariate Close,2011-10-25,10,11.897151947021484,12.150190353393556,12.505250034622264,11.150728225708008,12.042110443115234,12.856061935424805,0.3550596812287079,0.10807991027832209,1.0,1.0,0.021268821941491822,0.051112912595272064,-0.06273969809222679,0.012184302322039375,0.08059996145912796,False,False
AAPL,Experiment 1 — Univariate Close,2011-10-25,20,11.897151947021484,11.261275291442873,12.210302860577023,10.895389556884766,12.181709289550781,13.387325286865234,0.9490275691341505,0.9204339981079084,0.0,0.0,-0.05344780485364875,0.026321502402424812,-0.0842018656731971,0.02391810609769829,0.12525462787056552,False,False
AAPL,Experiment 1 — Univariate Close,2012-02-17,1,15.018218040466309,15.398975372314451,15.14296993926795,14.555273056030273,14.984225273132324,15.411691665649414,0.2560054330465018,0.41475009918212713,1.0,0.0,0.02535302995483213,0.008306704461574554,-0.0308255602088503,-0.0022634354650059585,0.02619975446640188,False,False
AAPL,Experiment 1 — Univariate Close,2012-02-17,5,15.018218040466309,15.72528839111328,15.593498371485133,14.419755935668945,15.051568984985352,15.64332103729248,0.13179001962814674,0.6737194061279279,1.0,1.0,0.04708084199748486,0.03830549865961075,-0.03984907551513894,0.002220699182098773,0.04162298051219149,False,True
AAPL,Experiment 1 — Univariate Close,2012-02-17,10,15.018218040466309,15.946621894836426,14.475776155169513,14.442144393920898,15.239498138427734,16.0858211517334,1.4708457396669132,0.7071237564086914,0.0,1.0,0.06181850948418455,-0.036118924617767334,-0.03835832220528368,0.01473411142155423,0.0710872027820113,False,False
AAPL,Experiment 1 — Univariate Close,2012-02-17,20,15.018218040466309,17.978675842285156,14.814090111357572,14.257538795471191,15.326376914978027,16.605308532714844,3.164585730927584,2.652298927307129,0.0,1.0,0.19712443872115526,-0.013592020608484856,-0.050650432890605335,0.020519003897891963,0.10567768346232209,False,True
AAPL,Experiment 1 — Univariate Close,2012-06-12,1,17.232736587524414,17.11309242248535,17.235569790357932,16.756698608398438,17.265445709228516,17.706642150878906,0.12247736787258034,0.15235328674316406,0.0,0.0,-0.0069428418656197755,0.00016440817853435874,-0.02762405011578961,0.0018980805247021948,0.027500307971838556,False,False
AAPL,Experiment 1 — Univariate Close,2012-06-12,5,17.232736587524414,17.569217681884766,17.258190614591314,16.493289947509766,17.254636764526367,17.959980010986328,0.31102706729345186,0.31458091735839844,1.0,1.0,0.01952569127087722,0.0014770739944651723,-0.04290941466313414,0.0012708473138158816,0.042201273127356886,False,False
AAPL,Experiment 1 — Univariate Close,2012-06-12,10,17.232736587524414,17.10921287536621,16.970577363068998,16.365009307861328,17.363460540771484,18.404281616210938,0.13863551229721338,0.25424766540527344,1.0,0.0,-0.007167968449516504,-0.015212860889732727,-0.05035342327992609,0.007585791878331527,0.06798369038697305,False,False
AAPL,Experiment 1 — Univariate Close,2012-06-12,20,17.232736587524414,18.078277587890625,16.31952218523304,16.054664611816406,17.477603912353516,19.001848220825195,1.7587554026575845,0.6006736755371094,0.0,1.0,0.04906597371066046,-0.05299299955368042,-0.06836244317463014,0.014209427712506884,0.10265993589094391,False,False
AAPL,Experiment 1 — Univariate Close,2012-10-03,1,20.16904640197754,20.02937126159668,20.389470784569138,19.615318298339844,20.1992130279541,20.653017044067383,0.3600995229724582,0.16984176635742188,0.0,0.0,-0.006925222819020527,0.010928845033049583,-0.027454352208907795,0.0014956892544808476,0.023995712660088486,False,False
AAPL,Experiment 1 — Univariate Close,2012-10-03,5,20.16904640197754,19.25168800354004,20.934653191741646,19.201269149780273,20.24620819091797,21.176944732666016,1.6829651882016066,0.9945201873779297,0.0,0.0,-0.045483478998171956,0.037959493696689606,-0.0479832924625716,0.003825752958397821,0.04997253269195978,False,False
AAPL,Experiment 1 — Univariate Close,2012-10-03,10,20.16904640197754,19.362823486328125,21.59521056067183,18.913013458251953,20.359928131103516,21.71940040588379,2.2323870743437055,0.9971046447753906,0.0,0.0,-0.03997327883436097,0.07071053981781006,-0.062275276614090935,0.009464092913548106,0.07686798736078271,False,False
AAPL,Experiment 1 — Univariate Close,2012-10-03,20,20.16904640197754,17.32594108581543,22.524595574560095,18.619274139404297,20.57440757751465,22.561847686767578,5.1986544887446655,3.2484664916992188,0.0,0.0,-0.1409637946930078,0.11679030954837799,-0.07683914408671744,0.02009818250491824,0.11863730377235027,True,False
AAPL,Experiment 1 — Univariate Close,2013-01-30,1,13.784954071044922,13.744524002075195,14.00779942618501,13.287123680114746,13.65963077545166,14.036792755126953,0.2632754241098141,0.08489322662353516,0.0,1.0,-0.0029329128527638693,0.01616583950817585,-0.03611404059559842,-0.009091310348033788,0.01826909852467451,False,False
AAPL,Experiment 1 — Univariate Close,2013-01-30,5,13.784954071044922,13.800649642944336,12.961231402044945,12.885515213012695,13.659448623657227,14.456244468688965,0.8394182408993913,0.14120101928710938,0.0,0.0,0.0011386016825680745,-0.059755198657512665,-0.06524786759511103,-0.009104524160244987,0.04869732566277296,False,False
AAPL,Experiment 1 — Univariate Close,2013-01-30,10,13.784954071044922,14.174271583557127,13.988413788127154,12.599647521972656,13.667472839355469,14.80998706817627,0.18585779542997294,0.5067987442016584,1.0,0.0,0.02824220599544547,0.014759549871087074,-0.08598552762406253,-0.00852242460032715,0.07435882570580432,False,False
AAPL,Experiment 1 — Univariate Close,2013-01-30,20,13.784954071044922,13.396982192993164,13.171493768134766,12.174515724182129,13.625664710998535,15.227250099182129,0.2254884248583977,0.2286825180053711,1.0,1.0,-0.028144589822514332,-0.04450216516852379,-0.11682580431990652,-0.011555305822960382,0.10462827955058085,False,False
AAPL,Experiment 1 — Univariate Close,2013-05-23,1,13.508260726928713,13.600221633911133,13.515453478424536,13.20652961730957,13.511032104492188,13.806817054748535,0.08476815548659644,0.08918952941894531,1.0,1.0,0.0068077533326771356,0.0005324705853126943,-0.02233678455862509,0.00020516168731843365,0.022101759349717698,False,False
AAPL,Experiment 1 — Univariate Close,2013-05-23,5,13.508260726928713,13.740154266357422,13.526747869181705,12.877384185791016,13.55729866027832,14.271819114685059,0.2134063971757172,0.18285560607910156,1.0,1.0,0.01716679475740568,0.0013685805024579167,-0.04670301779710584,0.003630218156202014,0.05652529242600357,False,False
