cutoff_date,horizon,last_price,actual_final,ml_pred,chronos_p10,chronos_p50,chronos_p90,ml_mae,chronos_mae,ml_direction,chronos_direction,actual_return,chronos_p10_return,chronos_p50_return,chronos_p90_return
2018-08-29,1,55.745,56.2575,55.813916595139304,54.586143493652344,55.75733947753906,57.00653076171875,0.44358340486069636,0.5001605224609378,1.0,1.0,0.009193649654677616,-0.020788528232983272,0.00022135577251880534,0.02263038410115259
2018-08-29,5,55.745,55.775,55.393187420321624,53.661277770996094,55.77928924560547,57.637752532958984,0.3818125796783747,0.004289245605470171,0.0,1.0,0.0005381648578348663,-0.0373795359046355,0.0006151088995509646,0.033953763260543335
2018-08-29,10,55.745,56.6025,56.113883580835534,53.283897399902344,56.086891174316406,58.76343536376953,0.4886164191644653,0.5156088256835929,1.0,1.0,0.01538254551977758,-0.044149297696612355,0.006133127174031916,0.05414719461421713
2018-08-29,20,55.745,56.2375,57.855117703713475,52.27639389038086,56.04124069213867,59.98862075805664,1.6176177037134778,0.19625930786132528,1.0,1.0,0.008834873082787631,-0.06222273046226812,0.005314210998989655,0.07612558539880965
2018-12-28,1,39.0575,39.435,38.94878827271459,37.68302536010742,38.86842346191406,40.01052474975586,0.48621172728541495,0.5665765380859398,0.0,0.0,0.009665237150355388,-0.03519105523632016,-0.004840979020314551,0.024400556865028733
2018-12-28,5,39.0575,36.9825,36.71202832257375,36.11507797241211,38.72003173828125,41.320770263671875,0.2704716774262508,1.7375317382812483,1.0,1.0,-0.05312680023042937,-0.07533564686904914,-0.008640293457562453,0.05794713598340584
2018-12-28,10,39.0575,37.5,36.035928701180964,34.571598052978516,38.65792465209961,42.69152069091797,1.4640712988190359,1.1579246520996094,1.0,1.0,-0.03987710426934643,-0.1148537911290145,-0.010230438402365483,0.09304283917091394
2018-12-28,20,39.0575,38.67,34.2223728990741,31.53290557861328,38.15687561035156,44.699859619140625,4.447627100925899,0.5131243896484392,1.0,1.0,-0.009921269922549936,-0.19265427693494763,-0.023058935918797596,0.14446289750088015
2019-04-30,1,50.1675,52.63,50.86812854424119,49.239288330078125,50.33074951171875,51.20960235595703,1.7618714557588149,2.2992504882812526,1.0,1.0,0.04908556336273495,-0.018502250858062896,0.0032540890361041352,0.02077245938021699
2019-04-30,5,50.1675,50.715,50.834138385001566,48.62055206298828,50.646366119384766,52.71405029296875,0.1191383850015626,0.06863388061523779,1.0,1.0,0.010913439976080186,-0.03083565928164078,0.009545345480336254,0.050760956654582134
2019-04-30,10,50.1675,47.165,53.513281108215445,47.88191604614258,50.98294448852539,53.75703430175781,6.348281108215446,3.8179444885253915,0.0,0.0,-0.059849504161060385,-0.04555905623874856,0.016254437405200495,0.07155099021792632
2019-04-30,20,50.1675,44.345,55.98171414826065,46.835933685302734,51.73728561401367,56.262943267822266,11.636714148260651,7.392285614013673,0.0,0.0,-0.11606119499676082,-0.066408856624254,0.03129088780612288,0.12150183421183569
2019-08-27,1,51.04,51.3825,51.25670555897057,49.81220245361328,50.9521598815918,52.02955627441406,0.12579444102942716,0.4303401184082034,1.0,0.0,0.006710423197492155,-0.024055594560868254,-0.0017210054547061038,0.019387858041027828
2019-08-27,5,51.04,52.2975,50.756593102365734,48.99675369262695,51.14222717285156,53.38718795776367,1.5409068976342652,1.155272827148437,0.0,1.0,0.024637539184952928,-0.04003225523850007,0.0020028834806340434,0.045987224877814814
2019-08-27,10,51.04,55.8975,47.03724668383598,48.21699905395508,51.3136100769043,54.26301574707031,8.86025331616402,4.583889923095704,0.0,1.0,0.09517045454545459,-0.0553095796638895,0.005360698998908564,0.06314686024824279
2019-08-27,20,51.04,55.2575,44.447954149246215,47.20557403564453,51.53739929199219,55.945369720458984,10.809545850753786,3.720100708007813,0.0,1.0,0.08263126959247646,-0.07512590055555379,0.009745283934016191,0.09610834091808362
2019-12-24,1,71.0675,72.4775,70.9915722368515,69.0379409790039,71.03019714355469,73.03596496582031,1.48592776314851,1.4473028564453188,0.0,0.0,0.019840292679494942,-0.028558187933951373,-0.0005248933259972555,0.027698525568231824
