ticker,experiment,cutoff_date,horizon,model,actual,predicted,price_mae,return_abs_error,direction_hit
AAPL,Experiment 1 — Univariate Close,2011-07-05,5,ets,10.58053493499756,10.46533751541435,0.11519741958321106,0.01102227851413251,1.0
AAPL,Experiment 1 — Univariate Close,2011-07-05,5,garch,10.58053493499756,10.5403861996976,0.04014873529995988,0.0038414970063342935,1.0
AAPL,Experiment 1 — Univariate Close,2011-07-05,5,gjr_garch,10.58053493499756,10.52804950016675,0.05248543483081036,0.005021892701534636,1.0
AAPL,Experiment 1 — Univariate Close,2011-07-05,5,xgboost,10.58053493499756,10.491440892282395,0.08909404271516586,0.008524664496041279,1.0
AAPL,Experiment 1 — Univariate Close,2011-07-05,5,lightgbm,10.58053493499756,10.428040744052817,0.15249419094474348,0.014590894921618913,0.0
AAPL,Experiment 1 — Univariate Close,2011-07-05,10,naive,11.271445274353027,10.45132541656494,0.8201198577880877,0.07847041644002672,0.0
AAPL,Experiment 1 — Univariate Close,2011-07-05,10,arima,11.271445274353027,10.45178219332757,0.8196630810254568,0.07842671128834255,1.0
AAPL,Experiment 1 — Univariate Close,2011-07-05,10,ets,11.271445274353027,10.479002799986393,0.7924424743666343,0.07582219888691277,1.0
AAPL,Experiment 1 — Univariate Close,2011-07-05,10,garch,11.271445274353027,10.630205912705284,0.6412393616477434,0.06135483645274342,1.0
AAPL,Experiment 1 — Univariate Close,2011-07-05,10,gjr_garch,11.271445274353027,10.60533682190056,0.6661084524524679,0.06373435195087418,1.0
