ticker,experiment,cutoff_date,horizon,last_price,actual,naive,arima,ets,garch,egarch,gjr_garch,var,xgboost,lightgbm,chronos_p05,chronos_p10,chronos_p50,chronos_p90,chronos_p95
AAPL,Experiment 1 — Univariate Close,2012-02-17,5,15.018218040466309,15.72528839111328,15.018218040466309,15.024445954342525,15.068264878358386,15.170966774796067,,15.160326994056996,,15.593498371485133,15.857579480124071,,,,,
AAPL,Experiment 1 — Univariate Close,2012-02-17,10,15.018218040466309,15.946621894836426,15.018218040466309,15.023294850643792,15.117072994422943,15.325269100622267,,15.303780644777278,,14.475776155169513,15.633104387964073,,,,,
AAPL,Experiment 1 — Univariate Close,2012-02-17,20,15.018218040466309,17.978675842285156,15.018218040466309,15.023468256494015,15.211094942395075,15.638597893148921,,15.594773054459376,,14.814090111357572,14.910638984318837,,,,,
AAPL,Experiment 1 — Univariate Close,2012-06-12,1,17.232736587524414,17.11309242248535,17.232736587524414,17.235148894871944,17.242962955756504,17.26832387068636,17.26454933349278,17.264866575609265,,17.235569790357932,17.231008127175993,,,,,
AAPL,Experiment 1 — Univariate Close,2012-06-12,5,17.232736587524414,17.569217681884766,17.232736587524414,17.235168287399706,17.28335966868907,17.411409434701625,,17.39398670116427,,17.258190614591314,17.295810158566905,,,,,
AAPL,Experiment 1 — Univariate Close,2012-06-12,10,17.232736587524414,17.10921287536621,17.232736587524414,17.23516828739978,17.332729767500712,17.591934801712597,,17.5567456639075,,16.970577363068998,16.856750142153512,,,,,
AAPL,Experiment 1 — Univariate Close,2012-06-12,20,17.232736587524414,18.078277587890625,17.232736587524414,17.23516828739978,17.427834295930115,17.95862012373306,,17.886846743208714,,16.31952218523304,16.628104675201968,,,,,
AAPL,Experiment 1 — Univariate Close,2012-10-03,1,20.16904640197754,20.02937126159668,20.16904640197754,20.169024392591894,20.18322480636513,20.21168746632157,20.20680624666371,20.20694206585887,,20.389470784569138,20.45283441041249,,,,,
AAPL,Experiment 1 — Univariate Close,2012-10-03,5,20.16904640197754,19.25168800354004,20.16904640197754,20.16902479416319,20.239233056611383,20.38315514200185,,20.35923808289095,,20.934653191741646,20.99057464263679,,,,,
AAPL,Experiment 1 — Univariate Close,2012-10-03,10,20.16904640197754,19.362823486328125,20.16904640197754,20.169045416322437,20.30768250826703,20.59953679823852,,20.551223248472294,,21.59521056067183,21.52131524605688,,,,,
AAPL,Experiment 1 — Univariate Close,2012-10-03,20,20.16904640197754,17.32594108581543,20.16904640197754,20.169044518539046,20.439540717540584,21.039215629965383,,20.94064184249867,,22.524595574560095,21.522426089211898,,,,,
AAPL,Experiment 1 — Univariate Close,2013-01-30,1,13.784954071044922,13.744524002075195,13.784954071044922,13.784233896574738,13.764430946573528,13.808223125718225,13.805813400783393,13.805998203777865,,14.00779942618501,13.7989469586781,,,,,
AAPL,Experiment 1 — Univariate Close,2013-01-30,5,13.784954071044922,13.800649642944336,13.784954071044922,13.784228136468183,13.684668576269718,13.901692790513646,,13.890496485584068,,12.961231402044945,13.07822842578154,,,,,
AAPL,Experiment 1 — Univariate Close,2013-01-30,10,13.784954071044922,14.174271583557127,13.784954071044922,13.784228136468158,13.590011118595841,14.019420118907211,,13.996846969646647,,13.988413788127154,13.572882841974177,,,,,
AAPL,Experiment 1 — Univariate Close,2013-01-30,20,13.784954071044922,13.396982192993164,13.784954071044922,13.784228136468158,13.41633465560369,14.257874161746987,,14.211996941158915,,13.171493768134766,13.270388244852633,,,,,
AAPL,Experiment 1 — Univariate Close,2013-05-23,1,13.508260726928713,13.600221633911133,13.508260726928713,13.508131570441055,13.504085586750119,13.529034616781573,13.526980065522919,13.526917762884667,,13.515453478424536,13.500387994315673,,,,,
AAPL,Experiment 1 — Univariate Close,2013-05-23,5,13.508260726928713,13.740154266357422,13.508260726928713,13.5081694527789,13.487806229674447,13.612450142391221,,13.601803945911302,,13.526747869181705,13.806481739657816,,,,,
AAPL,Experiment 1 — Univariate Close,2013-05-23,10,13.508260726928713,13.498183250427246,13.508260726928713,13.508170920770574,13.468373029918178,13.717443172361465,,13.695994941391143,,13.860954205544742,14.035281531843337,,,,,
AAPL,Experiment 1 — Univariate Close,2013-05-23,20,13.508260726928713,12.63325023651123,13.508260726928713,13.508170897540046,13.432369093485423,13.929864916795163,,13.88633823602994,,14.503984241645314,15.124992788371497,,,,,
AAPL,Experiment 1 — Univariate Close,2013-09-16,1,13.842866897583008,14.002789497375488,13.842866897583008,13.830065554549334,13.841388048108,13.8620985334174,13.860631468714347,13.860877918496206,,13.891985859806033,13.710124319386018,,,,,
AAPL,Experiment 1 — Univariate Close,2013-09-16,5,13.842866897583008,15.089012145996094,13.842866897583008,13.831676445994672,13.835681689988592,13.939292629719544,,13.93315664951339,,13.93213484026564,13.92610004971862,,,,,
AAPL,Experiment 1 — Univariate Close,2013-09-16,10,13.842866897583008,14.66183853149414,13.842866897583008,13.831677140764548,13.828997133537172,14.036390037881493,,14.024035314084768,,13.837151937259424,14.089560575274076,,,,,
AAPL,Experiment 1 — Univariate Close,2013-09-16,20,13.842866897583008,15.255081176757812,13.842866897583008,13.831677140721396,13.816992883985108,14.232618629739116,,14.207574770876128,,13.094394950693335,12.537620056027915,,,,,
AAPL,Experiment 1 — Univariate Close,2014-01-08,1,16.81100082397461,16.59632682800293,16.81100082397461,16.81469544002947,16.815189081224073,16.83508381416093,16.83274876837889,16.832894884551937,,16.87042040661481,16.852964992179505,,,,,
AAPL,Experiment 1 — Univariate Close,2014-01-08,5,16.81100082397461,17.240978240966797,16.81100082397461,16.814002941772475,16.831349640975535,16.931761275984044,,16.92075663906173,,17.039447633331445,16.9318957661009,,,,,
AAPL,Experiment 1 — Univariate Close,2014-01-08,10,16.81100082397461,17.20447540283203,16.81100082397461,16.814000947123624,16.850279683143718,17.0533892008419,,17.031229028912694,,17.11525531104433,16.734130306461,,,,,
AAPL,Experiment 1 — Univariate Close,2014-01-08,20,16.81100082397461,15.948516845703123,16.81100082397461,16.814000948447912,16.88427222553815,17.299272439547313,,17.254342276969748,,19.166168720659527,18.523781925416383,,,,,
AAPL,Experiment 1 — Univariate Close,2014-05-02,1,18.44017219543457,18.7009391784668,18.44017219543457,18.440450647417233,18.447789640622073,18.46499630863755,18.463119782183988,18.463435162617575,,18.49163027202983,18.403192959683835,,,,,
AAPL,Experiment 1 — Univariate Close,2014-05-02,5,18.44017219543457,18.32286834716797,18.44017219543457,18.44038449191299,18.477421506130842,18.564627393211275,,18.556780872842964,,17.99789815785934,17.689130262284774,,,,,
AAPL,Experiment 1 — Univariate Close,2014-05-02,10,18.44017219543457,18.69743156433105,18.44017219543457,18.440383825821495,18.51264477122072,18.689922555826133,,18.674126939441805,,18.262297807292075,17.79440293784315,,,,,
AAPL,Experiment 1 — Univariate Close,2014-05-02,20,18.44017219543457,19.671876907348636,18.44017219543457,18.44038382790484,18.577447968210446,18.943055489973226,,18.91104992157954,,17.80983159641326,17.604413141986097,,,,,
AAPL,Experiment 1 — Univariate Close,2014-08-25,1,22.352537155151367,22.20945167541504,22.352537155151367,22.352723446652625,22.37036749552969,22.386257327546147,22.383076102247568,22.383998034946238,,22.4671190690908,22.43438693843253,,,,,
AAPL,Experiment 1 — Univariate Close,2014-08-25,5,22.352537155151367,22.739978790283203,22.352537155151367,22.352688158413113,22.440051461213525,22.521647474562837,,22.510284985241572,,22.377295588902822,22.633159186356952,,,,,
AAPL,Experiment 1 — Univariate Close,2014-08-25,10,22.352537155151367,21.57106208801269,22.352537155151367,22.352688051181595,22.523584528116263,22.692037214736835,,22.669146083938625,,22.394806751890947,22.20899754085872,,,,,
AAPL,Experiment 1 — Univariate Close,2014-08-25,20,22.352537155151367,22.594688415527344,22.352537155151367,22.352688051257704,22.679423168919058,23.036693748938966,,22.990239569136282,,22.977853971758798,22.567143186310716,,,,,
AAPL,Experiment 1 — Univariate Close,2014-12-16,1,23.601348876953125,24.18944931030273,23.601348876953125,23.594069092336596,23.60818089468149,23.637080165584063,23.63479911179575,23.635427669317664,,23.557948240339893,23.569106812571373,,,,,
AAPL,Experiment 1 — Univariate Close,2014-12-16,5,23.601348876953125,24.881458282470703,23.601348876953125,23.59533486763943,23.63490081569315,23.78054709395165,,23.77223562511585,,24.971808259445424,24.86785273344469,,,,,
AAPL,Experiment 1 — Univariate Close,2014-12-16,10,23.601348876953125,24.403905868530277,23.601348876953125,23.59533738313602,23.666972841441762,23.961105911191407,,23.944359687334227,,24.979520238877058,25.319795040682394,,,,,
AAPL,Experiment 1 — Univariate Close,2014-12-16,20,23.601348876953125,23.616817474365234,23.601348876953125,23.595337382084153,23.726935392796562,24.326346747408923,,24.292355654142263,,26.58261756423917,26.146258651004473,,,,,
AAPL,Experiment 1 — Univariate Close,2015-04-13,1,28.15593910217285,28.03385162353516,28.15593910217285,28.15417125319729,28.172873428111423,28.199438112206,28.19645264231332,28.196925498431323,,28.17669542027905,28.055710986490954,,,,,
AAPL,Experiment 1 — Univariate Close,2015-04-13,5,28.15593910217285,28.322404861450195,28.15593910217285,28.15432467999458,28.239768234291038,28.3741072214876,,28.3614685886127,,28.17277110148277,28.109689709297918,,,,,
AAPL,Experiment 1 — Univariate Close,2015-04-13,10,28.15593910217285,29.443321228027344,28.15593910217285,28.15432469251698,28.32152248980648,28.593965830617396,,28.56849837556261,,28.729187006877304,28.649439319374775,,,,,
AAPL,Experiment 1 — Univariate Close,2015-04-13,20,28.15593910217285,28.155412673950195,28.15593910217285,28.154324692516877,28.479010526189747,29.038807015299238,,28.987102737821264,,29.183165366708522,28.612746123410147,,,,,
AAPL,Experiment 1 — Univariate Close,2015-08-04,1,25.552064895629883,25.721454620361328,25.552064895629883,25.529643145073788,25.54773533436668,25.5873665403015,25.58415261170292,25.58526162240269,,25.538278449192642,25.470266264507007,,,,,
AAPL,Experiment 1 — Univariate Close,2015-08-04,5,25.552064895629883,25.41024780273437,25.552064895629883,25.530022765084322,25.530717122673106,25.729061505745182,,25.718480375346207,,26.54504185661883,27.000160635374755,,,,,
AAPL,Experiment 1 — Univariate Close,2015-08-04,10,25.552064895629883,26.08417510986328,25.552064895629883,25.530022765117778,25.510104001597043,25.907284153760752,,25.885979685743237,,27.145950374193077,27.694802517698704,,,,,
AAPL,Experiment 1 — Univariate Close,2015-08-04,20,25.552064895629883,24.118350982666016,25.552064895629883,25.530022765117778,25.470981491760764,26.267441592890396,,26.22425807964016,,28.924815601836656,29.526136526817783,,,,,
AAPL,Experiment 1 — Univariate Close,2015-11-24,1,26.730987548828125,26.53985595703125,26.730987548828125,26.736989682788494,26.73303316200403,26.767935191988556,26.764003055539085,26.765019696491553,,26.759031580599206,26.840698436651742,,,,,
AAPL,Experiment 1 — Univariate Close,2015-11-24,5,26.730987548828125,26.146358489990234,26.730987548828125,26.73678672798907,26.74111385902997,26.916237162318478,,26.901582114193175,,26.38296626156361,26.25231152019652,,,,,
AAPL,Experiment 1 — Univariate Close,2015-11-24,10,26.730987548828125,25.997947692871094,26.730987548828125,26.736786727684752,26.7509895340955,27.102770582448432,,27.073265397499487,,27.463510064699904,27.57263176948801,,,,,
AAPL,Experiment 1 — Univariate Close,2015-11-24,20,26.730987548828125,24.421710968017575,26.730987548828125,26.736786727684752,26.77001362848941,27.479724492147874,,27.41992595464644,,28.67999373128282,28.57931595843992,,,,,
AAPL,Experiment 1 — Univariate Close,2016-03-21,1,23.94382095336914,24.12693977355957,23.94382095336914,23.943759770194735,23.943574336445348,23.974809081987907,23.971220189351506,23.972106674776995,,23.83257277692338,23.751491824715465,,,,,
AAPL,Experiment 1 — Univariate Close,2016-03-21,5,23.94382095336914,24.343969345092773,23.94382095336914,23.943763368482852,23.942560229710104,24.09916316465747,,24.0855841050753,,23.86896688141927,23.859227975877307,,,,,
AAPL,Experiment 1 — Univariate Close,2016-03-21,10,23.94382095336914,24.825519561767575,23.94382095336914,23.94376336853771,23.94132085783824,24.25551320183353,,24.22818658778133,,24.639808047667778,24.60190088496996,,,,,
AAPL,Experiment 1 — Univariate Close,2016-03-21,20,23.94382095336914,24.169897079467773,23.94382095336914,23.94376336853771,23.938933382822803,24.57126295047477,,24.515929453179005,,23.382955684116517,23.511834240428456,,,,,
AAPL,Experiment 1 — Univariate Close,2016-07-13,1,22.033416748046875,22.470129013061523,22.033416748046875,22.03057963253332,22.032475433106846,22.06019537410637,22.057574573704983,22.05829660694712,,21.973122051771405,21.923846468991815,,,,,
AAPL,Experiment 1 — Univariate Close,2016-07-13,5,22.033416748046875,22.736248016357425,22.033416748046875,22.03062833005122,22.02875699703981,22.167635731970655,,22.158097300219623,,22.089772347285333,22.154006468722116,,,,,
AAPL,Experiment 1 — Univariate Close,2016-07-13,10,22.033416748046875,23.41634178161621,22.033416748046875,22.030628330055748,22.02421257887488,22.30267232561205,,22.283483382554483,,21.492502928821352,21.84406670151453,,,,,
AAPL,Experiment 1 — Univariate Close,2016-07-13,20,22.033416748046875,24.69804573059082,22.033416748046875,22.030628330055748,22.01545839857213,22.575218294625774,,22.536388129843647,,21.614961928732043,21.187992549857775,,,,,
AAPL,Experiment 1 — Univariate Close,2016-11-02,1,25.519027709960938,25.245494842529297,25.519027709960938,25.520042837646542,25.519359179680908,25.54995160002369,25.54656071695868,25.547604291163104,,25.103801174573448,25.040133778551404,,,,,
AAPL,Experiment 1 — Univariate Close,2016-11-02,5,25.519027709960938,25.48684310913086,25.519027709960938,25.52003700194632,25.520668569062003,25.67402234953182,,25.662230979262546,,25.208692913072213,25.70173187642792,,,,,
AAPL,Experiment 1 — Univariate Close,2016-11-02,10,25.519027709960938,25.282276153564453,25.519027709960938,25.52003700194631,25.52226881518192,25.82995837835032,,25.80623785192129,,27.26904091437632,26.453020183456413,,,,,
AAPL,Experiment 1 — Univariate Close,2016-11-02,20,25.519027709960938,25.167341232299805,25.519027709960938,25.52003700194631,25.525351463510944,26.14467750928004,,26.096680470705692,,27.690214860423907,27.220559318848892,,,,,
AAPL,Experiment 1 — Univariate Close,2017-02-28,1,31.625022888183597,32.27140808105469,31.625022888183597,31.625307965416347,31.642591805082656,31.666753990914632,31.662445576509903,31.664470771136802,,31.6659357959986,31.748494970057337,,,,,
AAPL,Experiment 1 — Univariate Close,2017-02-28,5,31.625022888183597,32.20907974243164,31.625022888183597,31.625301206139298,31.711524717955957,31.834229795730586,,31.82275497539817,,32.51739932314607,31.55367819171132,,,,,
AAPL,Experiment 1 — Univariate Close,2017-02-28,10,31.625022888183597,32.08672332763672,31.625022888183597,31.625301206136953,31.79474633428506,32.04482065579897,,32.02172336142752,,32.53427076440503,32.10925115977333,,,,,
AAPL,Experiment 1 — Univariate Close,2017-02-28,20,31.625022888183597,33.19712829589844,31.625022888183597,31.625301206136953,31.95184176237068,32.47019091473926,,32.42339999756716,,30.938462933031875,30.614394527518854,,,,,
AAPL,Experiment 1 — Univariate Close,2017-06-21,1,33.814002990722656,33.75837707519531,33.814002990722656,33.81963187371847,33.82416778163759,33.857808051174494,33.85276885188774,33.85575877750759,,33.599710551273986,33.552730209357286,,,,,
AAPL,Experiment 1 — Univariate Close,2017-06-21,5,33.814002990722656,33.80473327636719,33.814002990722656,33.81945241636621,33.86402757696374,34.03359651047152,,34.023298190085264,,34.05964533567827,33.9983346783242,,,,,
AAPL,Experiment 1 — Univariate Close,2017-06-21,10,33.814002990722656,33.08612823486328,33.814002990722656,33.81945241615522,33.91210067954286,34.25461610550431,,34.233888843301365,,34.20455453419879,34.59320770080611,,,,,
AAPL,Experiment 1 — Univariate Close,2017-06-21,20,33.814002990722656,34.850196838378906,33.814002990722656,33.81945241615522,34.002693969621106,34.70097062620501,,34.658988634296186,,35.230250976103264,35.335801679725876,,,,,
AAPL,Experiment 1 — Univariate Close,2017-10-12,1,36.30424118041992,36.53464126586914,36.30424118041992,36.30089164150923,36.31438503078633,36.35052030877434,36.34558583554612,36.3482612426109,,36.208300934935735,36.23558983850368,,,,,
AAPL,Experiment 1 — Univariate Close,2017-10-12,5,36.30424118041992,36.29957962036133,36.30424118041992,36.30100558308883,36.35439123492929,36.536227521684815,,36.52487589640315,,36.27777905209109,36.29159905602543,,,,,
AAPL,Experiment 1 — Univariate Close,2017-10-12,10,36.30424118041992,36.63238143920898,36.30424118041992,36.30100558326409,36.40314220101266,36.769696269984905,,36.746851493680516,,37.1899915488332,37.70561391058076,,,,,
AAPL,Experiment 1 — Univariate Close,2017-10-12,20,36.30424118041992,40.93071746826172,36.30424118041992,36.30100558326409,36.496601912058736,37.241118938911356,,37.19485797783011,,38.28363766224304,38.38547750683195,,,,,
AAPL,Experiment 1 — Univariate Close,2018-02-06,1,38.0766487121582,37.26153564453125,38.0766487121582,38.1184776069358,38.08266849917616,38.124262022938424,38.118827313360825,38.12156742242949,,38.171581116069554,38.24680944806622,,,,,
AAPL,Experiment 1 — Univariate Close,2018-02-06,5,38.0766487121582,38.53910827636719,38.0766487121582,38.12042171749187,38.10644824887318,38.31531139624388,,38.3017727913468,,38.47747889163891,38.26678752553552,,,,,
AAPL,Experiment 1 — Univariate Close,2018-02-06,10,38.0766487121582,40.11734390258789,38.0766487121582,38.12042172504011,38.13551023206517,38.55547000706421,,38.528227892375405,,38.87712585795558,38.321557787151306,,,,,
AAPL,Experiment 1 — Univariate Close,2018-02-06,20,38.0766487121582,41.045997619628906,38.0766487121582,38.12042172504011,38.19149404156174,39.040312573279806,,38.985162684572735,,39.98621191941183,39.36373053571519,,,,,
AAPL,Experiment 1 — Univariate Close,2018-05-31,1,43.9915657043457,44.784912109375,43.9915657043457,43.986892692779335,44.00586902385905,44.04750079687206,44.03987865633027,44.04323463867792,,43.74997054377205,43.79632008403178,,,,,
AAPL,Experiment 1 — Univariate Close,2018-05-31,5,43.9915657043457,45.54291534423828,43.9915657043457,43.98673455902291,44.062370693236666,44.27195328422735,,44.250517950700456,,42.922851727491995,43.15263687831544,,,,,
AAPL,Experiment 1 — Univariate Close,2018-05-31,10,43.9915657043457,44.91673278808594,43.9915657043457,43.98673455884136,44.131423167997475,44.554127961105735,,44.51099449528872,,42.66630235249291,42.991697714511446,,,,,
AAPL,Experiment 1 — Univariate Close,2018-05-31,20,43.9915657043457,43.669044494628906,43.9915657043457,43.98673455884136,44.26444301618667,45.12388423989394,,45.0365564225396,,42.53766786348301,42.75024271162169,,,,,
AAPL,Experiment 1 — Univariate Close,2018-09-21,1,51.41961288452149,52.1590461730957,51.41961288452149,51.40093977419972,51.44819229439086,51.48552203905888,51.47682972860593,51.480976908068264,,51.792380308983994,51.7793438010474,,,,,
AAPL,Experiment 1 — Univariate Close,2018-09-21,5,51.41961288452149,53.32841873168945,51.41961288452149,51.40027464049997,51.56108805560997,51.75000455784733,,51.7271661932783,,50.76912231682591,50.954115479285676,,,,,
AAPL,Experiment 1 — Univariate Close,2018-09-21,10,51.41961288452149,52.985877990722656,51.41961288452149,51.40027463956843,51.69906153122683,52.082519130426576,,52.03655905376296,,52.28957490170851,53.04981303124542,,,,,
AAPL,Experiment 1 — Univariate Close,2018-09-21,20,51.41961288452149,51.80940628051758,51.41961288452149,51.40027463956843,51.96484796168084,52.753971622913625,,52.660907506965536,,54.864515559104696,51.82008927157568,,,,,
AAPL,Experiment 1 — Univariate Close,2019-01-17,1,36.948577880859375,37.1761474609375,36.948577880859375,36.955528287285546,36.92027098071913,36.99532568466463,36.98852857020641,36.99203610057671,,37.035982519335306,37.26882338606524,,,,,
AAPL,Experiment 1 — Univariate Close,2019-01-17,5,36.948577880859375,37.39898300170898,36.948577880859375,36.95703833602465,36.81456005270065,37.18290910775314,,37.166380728377014,,36.425914648375,36.401177708203214,,,,,
AAPL,Experiment 1 — Univariate Close,2019-01-17,10,36.948577880859375,39.47565460205078,36.948577880859375,36.95703987432782,36.697856974758935,37.41872648450833,,37.38546747051543,,34.82660043930514,33.95910748700505,,,,,
AAPL,Experiment 1 — Univariate Close,2019-01-17,20,36.948577880859375,40.573463439941406,36.948577880859375,36.95703987460754,36.50773599852114,37.89485744856709,,37.827522956249155,,34.039877242079,32.559724647759914,,,,,
AAPL,Experiment 1 — Univariate Close,2019-05-13,1,44.38636016845703,45.0890007019043,44.38636016845703,44.325131324463975,44.35362937729269,44.44461881466405,44.43581514418743,44.44018935789022,,45.051502043356194,44.74882657073103,,,,,
AAPL,Experiment 1 — Univariate Close,2019-05-13,5,44.38636016845703,43.75779342651367,44.38636016845703,44.31768889046446,44.23898732108255,44.67841906885641,,44.65615971681337,,43.946700198531055,44.071170926256485,,,,,
AAPL,Experiment 1 — Univariate Close,2019-05-13,10,44.38636016845703,42.59627532958984,44.38636016845703,44.31768786030341,44.126397721986066,44.97239969478088,,44.927599223842066,,42.583841800213435,42.87935627837394,,,,,
AAPL,Experiment 1 — Univariate Close,2019-05-13,20,44.38636016845703,46.55883026123047,44.38636016845703,44.31768786028794,43.974667518700144,45.56617678564281,,45.47543804802911,,39.35639165728651,39.47742545303567,,,,,
AAPL,Experiment 1 — Univariate Close,2019-09-04,1,50.18555450439453,51.16675567626953,50.18555450439453,50.19775719729324,50.18865763506181,50.25271417874978,50.242727690328415,50.24764502178112,,50.14869702066706,50.634509288595325,,,,,
AAPL,Experiment 1 — Univariate Close,2019-09-04,5,50.18555450439453,53.640167236328125,50.18555450439453,50.20159746548318,50.21267209408027,50.52225282873943,,50.49677623796842,,51.21710188244201,51.27625576617845,,,,,
AAPL,Experiment 1 — Univariate Close,2019-09-04,10,50.18555450439453,53.44345474243164,50.18555450439453,50.2016102286247,50.236291137558446,50.861210085216015,,50.80992798842476,,50.27766104603191,51.473314845908526,,,,,
AAPL,Experiment 1 — Univariate Close,2019-09-04,20,50.18555450439453,52.529415130615234,50.18555450439453,50.20161023878501,50.26819599186478,51.5459621175643,,51.442069489594786,,48.833917086048416,50.41711394719439,,,,,
AAPL,Experiment 1 — Univariate Close,2019-12-26,1,69.75943756103516,69.73295593261719,69.75943756103516,69.78800553915777,69.85309655683078,69.86019892560749,69.84624367257575,69.85285115323818,,69.39834849587007,68.53863442285659,,,,,
AAPL,Experiment 1 — Univariate Close,2019-12-26,5,69.75943756103516,71.56892395019531,69.75943756103516,69.79610541232464,70.21068774562876,70.2647018968072,,70.22775808260698,,69.57710502929098,67.99037923571531,,,,,
AAPL,Experiment 1 — Univariate Close,2019-12-26,10,69.75943756103516,74.6729736328125,69.75943756103516,69.79612486494497,70.62163092602833,70.77362583847528,,70.69922261047522,,68.6074828649535,69.00388696921702,,,,,
AAPL,Experiment 1 — Univariate Close,2019-12-26,20,69.75943756103516,74.3409194946289,69.75943756103516,69.79612487526754,71.33667600103529,71.80255875689963,,71.65166825423815,,69.17376326873838,66.95809396093578,,,,,
AAPL,Experiment 1 — Univariate Close,2020-04-21,1,64.72962188720703,66.59407043457031,64.72962188720703,64.80208152018776,65.23776753969786,64.82516064954984,64.8101853403947,64.81541393717309,,64.83104166401309,66.11908692459866,,,,,
AAPL,Experiment 1 — Univariate Close,2020-04-21,5,64.72962188720703,67.1922378540039,64.72962188720703,64.77905867970058,65.25879558710214,65.20872790200572,,65.15972072511053,,69.93558623410786,69.85932093040296,,,,,
AAPL,Experiment 1 — Univariate Close,2020-04-21,10,64.72962188720703,71.77012634277344,64.72962188720703,64.77713229606786,65.27649803753822,65.69138009190512,,65.5926773737809,,71.2960082201617,71.63015771249458,,,,,
AAPL,Experiment 1 — Univariate Close,2020-04-21,20,64.72962188720703,75.73241424560547,64.72962188720703,64.7772044092542,65.29517732305986,66.66742818147102,,66.46724018499516,,67.11323410861834,65.46426383175535,,,,,
AAPL,Experiment 1 — Univariate Close,2020-08-12,1,109.52227020263672,111.46053314208984,109.52227020263672,109.21517868510581,109.48342961601078,109.69276662495743,109.66705923956167,109.67618155833858,,108.4850991053188,112.43743380458024,,,,,
AAPL,Experiment 1 — Univariate Close,2020-08-12,5,109.52227020263672,112.1364974975586,109.52227020263672,109.31526599627622,110.98680840615779,110.37741061540467,,110.29399293501483,,112.10086503086727,110.6974393118392,,,,,
AAPL,Experiment 1 — Univariate Close,2020-08-12,10,109.52227020263672,122.61774444580078,109.52227020263672,109.33395556754418,112.65743696061637,111.23922789055136,,111.07115342881413,,113.1576640964584,108.75268721377483,,,,,
AAPL,Experiment 1 — Univariate Close,2020-08-12,20,109.52227020263672,109.9874496459961,109.52227020263672,109.33241920000816,115.40843671103735,112.98310196448169,,112.64194123425102,,113.33218583516779,111.63387738868232,,,,,
AAPL,Experiment 1 — Univariate Close,2020-12-03,1,119.3513412475586,118.68151092529295,119.3513412475586,119.33171485331542,119.49585900626131,119.5385855953283,119.51037635626452,119.51963149290529,,119.36193955889412,119.455906258294,,,,,
