ticker,history_length,horizon,model,observations,mean_price_mae,mean_return_abs_error
NVDA,30,20,XGBoost,48,3.38273478357141,0.13229847002219283
NVDA,60,1,ARIMA,50,0.6889258620319594,0.020785972174002448
NVDA,60,1,Naive,50,0.6732669067382809,0.020670769807778832
NVDA,60,1,XGBoost,48,0.7915995571826383,0.02316308115255143
NVDA,60,5,ARIMA,50,1.3683605666458993,0.04401604591540553
NVDA,60,5,Naive,50,1.3664960709214196,0.043901018531163266
NVDA,60,5,XGBoost,48,1.8670980688408736,0.06131131109929188
NVDA,60,10,ARIMA,50,1.5162555612474498,0.05874672102112791
NVDA,60,10,Naive,50,1.515362796187403,0.05866544055417133
NVDA,60,10,XGBoost,48,1.9038272258400244,0.07064595516295853
NVDA,60,20,ARIMA,50,1.9772594493973694,0.07262683825643917
NVDA,60,20,Naive,50,1.9906733015179623,0.07277957393005971
NVDA,60,20,XGBoost,48,3.5165477937318337,0.09305555299923385
NVDA,90,1,ARIMA,50,0.5538929759913388,0.02122010796929743
NVDA,90,1,Naive,50,0.5736712229251855,0.021485574820710247
NVDA,90,1,XGBoost,49,0.4160558693198325,0.021369259659994096
NVDA,90,5,ARIMA,50,1.6128085740465437,0.04833666914219702
NVDA,90,5,Naive,50,1.6223563069105131,0.048425933558113865
NVDA,90,5,XGBoost,49,1.8335974077355466,0.05135027104920559
NVDA,90,10,ARIMA,50,2.2692330753645082,0.06194616071745528
NVDA,90,10,Naive,50,2.271373126208784,0.062021433859929524
NVDA,90,10,XGBoost,49,2.3167123097209124,0.07024823309877401
NVDA,90,20,ARIMA,50,2.2363256279735193,0.09552258995600765
NVDA,90,20,Naive,50,2.2408144962787624,0.09553705079480931
NVDA,90,20,XGBoost,48,3.3962142197020384,0.118522252623313
NVDA,180,1,ARIMA,50,0.7656151124755938,0.0288104009136644
NVDA,180,1,Naive,50,0.7768496257066735,0.02879810767062677
NVDA,180,1,XGBoost,50,0.6958478407929561,0.03162154306513183
NVDA,180,5,ARIMA,50,1.7730363173949997,0.06284318100611827
NVDA,180,5,Naive,50,1.769702634215355,0.06274245008250622
NVDA,180,5,XGBoost,50,2.324715697448906,0.07239411922721267
NVDA,180,10,ARIMA,50,2.0936635652430415,0.07726634126750934
NVDA,180,10,Naive,50,2.079134843349458,0.07691646545105463
NVDA,180,10,XGBoost,50,2.963429783314989,0.08746553523556415
NVDA,180,20,ARIMA,50,3.3223939558593965,0.11171080705094509
NVDA,180,20,Naive,50,3.316874688863753,0.11157310065179414
NVDA,180,20,XGBoost,50,4.974561044830709,0.14471463913596674
PLUG,30,1,ARIMA,50,0.2030135248982282,0.036998500150033115
PLUG,30,1,Naive,50,0.20000006631016742,0.03601076995509337
PLUG,30,1,XGBoost,48,0.18102075257864916,0.037251989942138165
PLUG,30,5,ARIMA,50,0.5035350458720504,0.09315046873335621
PLUG,30,5,Naive,50,0.503200031518936,0.09303574623092771
PLUG,30,5,XGBoost,48,0.6785457921707332,0.1130680916095947
PLUG,30,10,ARIMA,50,0.7097508953211593,0.11958194977787803
PLUG,30,10,Naive,50,0.7112000861763954,0.11966440588975474
PLUG,30,10,XGBoost,48,1.3688969997887386,0.1974205892803088
PLUG,30,20,ARIMA,50,1.2983091203430726,0.1660940339704873
PLUG,30,20,Naive,50,1.3002000418305397,0.1660885336915069
PLUG,30,20,XGBoost,48,2.1004402208240447,0.25818816849520965
PLUG,60,1,ARIMA,50,0.23255074621062488,0.04018313535370879
PLUG,60,1,Naive,50,0.23319997400045403,0.03982124649844398
PLUG,60,1,XGBoost,48,0.2774544634407127,0.04459903100831416
PLUG,60,5,ARIMA,50,0.6241238590560086,0.10259141063223871
PLUG,60,5,Naive,50,0.6246000716090202,0.10239457258997066
