ticker,cutoff_date,horizon,model,model_type,actual,last_price,prediction,price_mae,return_abs_error,direction_hit,fit_status
AAPL,2011-03-11,1,Naive,statistical_ml,10.574847221374512,10.527891159057615,10.527891159057615,0.04695606231689631,0.004460158412304516,,not_applicable
AAPL,2011-03-11,1,ARIMA,statistical_ml,10.574847221374512,10.527891159057615,10.52828988610476,0.046557335269751476,0.004422285010963201,1.0,
AAPL,2011-03-11,1,ETS,statistical_ml,10.574847221374512,10.527891159057615,10.532310003377285,0.04253721799722676,0.0040404310183841385,1.0,
AAPL,2011-03-11,1,GARCH,statistical_ml,10.574847221374512,10.527891159057615,10.552238466462953,0.022608754911559004,0.002147510319966406,1.0,
AAPL,2011-03-11,1,EGARCH,statistical_ml,10.574847221374512,10.527891159057615,10.549437119779173,0.025410101595339185,0.0024135984321493886,1.0,
AAPL,2011-03-11,1,GJR-GARCH,statistical_ml,10.574847221374512,10.527891159057615,10.550252771588644,0.024594449785867667,0.0023361231052154707,1.0,
AAPL,2011-03-11,1,VAR,statistical_ml,10.574847221374512,10.527891159057615,,,,,not_applicable
AAPL,2011-03-11,1,XGBoost,statistical_ml,10.574847221374512,10.527891159057615,10.511784381412598,0.06306283996191375,0.005990073321346823,0.0,not_applicable
AAPL,2011-03-11,1,LightGBM,statistical_ml,10.574847221374512,10.527891159057615,10.54000346459245,0.03484375678206142,0.003309661569979694,1.0,not_applicable
AAPL,2011-03-11,1,Chronos-LoRA-V1,chronos_lora,10.574847221374512,10.527891159057615,10.549417691245683,0.02542953012882876,0.00241544386664283,1.0,success
AAPL,2011-03-11,5,Naive,statistical_ml,9.890216827392578,10.527891159057615,10.527891159057615,0.6376743316650373,0.06056999659579665,,not_applicable
AAPL,2011-03-11,5,ARIMA,statistical_ml,9.890216827392578,10.527891159057615,10.528160332094352,0.6379435047017736,0.06059556420783485,0.0,
AAPL,2011-03-11,5,ETS,statistical_ml,9.890216827392578,10.527891159057615,10.549765549496827,0.6595487221042493,0.06264775273030909,0.0,
AAPL,2011-03-11,5,GARCH,statistical_ml,9.890216827392578,10.527891159057615,10.65019206730806,0.759975239915482,0.07218684430087796,0.0,
AAPL,2011-03-11,5,EGARCH,statistical_ml,9.890216827392578,10.527891159057615,,,,,
AAPL,2011-03-11,5,GJR-GARCH,statistical_ml,9.890216827392578,10.527891159057615,10.640175200179982,0.749958372787404,0.07123538431931653,0.0,
AAPL,2011-03-11,5,VAR,statistical_ml,9.890216827392578,10.527891159057615,,,,,not_applicable
AAPL,2011-03-11,5,XGBoost,statistical_ml,9.890216827392578,10.527891159057615,10.72758813112017,0.8373713037275916,0.07953837013286025,0.0,not_applicable
AAPL,2011-03-11,5,LightGBM,statistical_ml,9.890216827392578,10.527891159057615,10.705295437231728,0.8150786098391496,0.07742088111709822,0.0,not_applicable
AAPL,2011-03-11,5,Chronos-LoRA-V1,chronos_lora,9.890216827392578,10.527891159057615,10.636984676332819,0.746767848940241,0.07093232990899256,0.0,success
