ticker,cutoff_date,model,horizon,lead,realized_return,q10,q50,q90,inside_80,lower_breach,upper_breach,interval_width
AAPL,2011-03-11,Chronos-2,1,1,0.004450241382521369,-0.013343780301511288,0.0022081772331148386,0.01720183901488781,1.0,0.0,0.0,0.030545619316399097
AAPL,2011-03-11,Chronos-2,5,1,0.004450241382521369,-0.013343780301511288,0.0022081772331148386,0.01720183901488781,1.0,0.0,0.0,0.030545619316399097
AAPL,2011-03-11,Chronos-2,5,2,-0.02326306891455676,-0.013720432296395302,0.0022147817071527243,0.017753491178154945,0.0,1.0,0.0,0.03147392347455025
AAPL,2011-03-11,Chronos-2,5,3,-0.04566686307138923,-0.01383020170032978,0.0022240979596972466,0.018053509294986725,0.0,1.0,0.0,0.031883710995316505
AAPL,2011-03-11,Chronos-2,5,4,0.013932037329581703,-0.013567674905061722,0.002243657363578677,0.017659131437540054,1.0,0.0,0.0,0.031226806342601776
AAPL,2011-03-11,Chronos-2,5,5,-0.011934313723792389,-0.013236968778073788,0.0022405285853892565,0.017685025930404663,1.0,0.0,0.0,0.03092199470847845
AAPL,2011-03-11,Chronos-2,10,1,0.004450241382521369,-0.013343780301511288,0.0022081772331148386,0.01720183901488781,1.0,0.0,0.0,0.030545619316399097
AAPL,2011-03-11,Chronos-2,10,2,-0.02326306891455676,-0.013720432296395302,0.0022147817071527243,0.017753491178154945,0.0,1.0,0.0,0.03147392347455025
AAPL,2011-03-11,Chronos-2,10,3,-0.04566686307138923,-0.01383020170032978,0.0022240979596972466,0.018053509294986725,0.0,1.0,0.0,0.031883710995316505
AAPL,2011-03-11,Chronos-2,10,4,0.013932037329581703,-0.013567674905061722,0.002243657363578677,0.017659131437540054,1.0,0.0,0.0,0.031226806342601776
AAPL,2011-03-11,Chronos-2,10,5,-0.011934313723792389,-0.013236968778073788,0.0022405285853892565,0.017685025930404663,1.0,0.0,0.0,0.03092199470847845
AAPL,2011-03-11,Chronos-2,10,6,0.02576372231703683,-0.013388908468186855,0.0022628186270594597,0.017515147104859352,0.0,0.0,1.0,0.030904055573046207
AAPL,2011-03-11,Chronos-2,10,7,0.005584351081219019,-0.013323231600224972,0.0022637885995209217,0.017459779977798462,1.0,0.0,0.0,0.030783011578023434
AAPL,2011-03-11,Chronos-2,10,8,-0.005908800103461953,-0.013276943936944008,0.002176188863813877,0.01721848174929619,1.0,0.0,0.0,0.030495425686240196
AAPL,2011-03-11,Chronos-2,10,9,0.01689765256303044,-0.013191401027143002,0.002045887755230069,0.016795532777905464,0.0,0.0,1.0,0.029986933805048466
AAPL,2011-03-11,Chronos-2,10,10,0.018865608639841103,-0.013138007372617722,0.0020798877812922,0.01716865599155426,0.0,0.0,1.0,0.030306663364171982
AAPL,2011-03-11,Chronos-2,20,1,0.004450241382521369,-0.013846945017576218,0.002138972282409668,0.017524370923638344,1.0,0.0,0.0,0.03137131594121456
AAPL,2011-03-11,Chronos-2,20,2,-0.02326306891455676,-0.014310045167803764,0.002148167695850134,0.018171001225709915,0.0,1.0,0.0,0.03248104639351368
AAPL,2011-03-11,Chronos-2,20,3,-0.04566686307138923,-0.014545351266860962,0.002117604948580265,0.01856081560254097,0.0,1.0,0.0,0.03310616686940193
AAPL,2011-03-11,Chronos-2,20,4,0.013932037329581703,-0.014171121641993523,0.002149623818695545,0.018070939928293228,1.0,0.0,0.0,0.03224206157028675
AAPL,2011-03-11,Chronos-2,20,5,-0.011934313723792389,-0.013757223263382912,0.0021844736766070127,0.01803470589220524,1.0,0.0,0.0,0.03179192915558815
AAPL,2011-03-11,Chronos-2,20,6,0.02576372231703683,-0.014031568542122841,0.002230227692052722,0.017986202612519264,0.0,0.0,1.0,0.032017771154642105
AAPL,2011-03-11,Chronos-2,20,7,0.005584351081219019,-0.01402396522462368,0.002244181465357542,0.01802165061235428,1.0,0.0,0.0,0.03204561583697796
AAPL,2011-03-11,Chronos-2,20,8,-0.005908800103461953,-0.01394767314195633,0.0021304357796907425,0.01771770603954792,1.0,0.0,0.0,0.03166537918150425
AAPL,2011-03-11,Chronos-2,20,9,0.01689765256303044,-0.013835083693265915,0.002022568602114916,0.017331399023532867,1.0,0.0,0.0,0.031166482716798782
AAPL,2011-03-11,Chronos-2,20,10,0.018865608639841103,-0.013779513537883759,0.0020675230771303177,0.0176519975066185,0.0,0.0,1.0,0.03143151104450226
AAPL,2011-03-11,Chronos-2,20,11,-0.003134016096087322,-0.014332162216305733,0.0019891730044037104,0.017943764105439186,1.0,0.0,0.0,0.03227592632174492
AAPL,2011-03-11,Chronos-2,20,12,0.0014829754467449163,-0.01413797214627266,0.0019790250808000565,0.017860421910881996,1.0,0.0,0.0,0.031998394057154655
AAPL,2011-03-11,Chronos-2,20,13,-0.006661372770181195,-0.014370851218700409,0.0021340332459658384,0.018013231456279755,1.0,0.0,0.0,0.032384082674980164
AAPL,2011-03-11,Chronos-2,20,14,-0.0003442178187245126,-0.014691999182105064,0.0019715495873242617,0.018842265009880066,1.0,0.0,0.0,0.03353426419198513
AAPL,2011-03-11,Chronos-2,20,15,-0.011398597100850782,-0.014782246202230453,0.0020593469962477684,0.01868288405239582,1.0,0.0,0.0,0.033465130254626274
AAPL,2011-03-11,Chronos-2,20,16,-0.00982885689499291,-0.014843402430415154,0.0020525821018964052,0.018330570310354233,1.0,0.0,0.0,0.033173972740769386
AAPL,2011-03-11,Chronos-2,20,17,-0.006763862417287658,-0.013968383893370628,0.0021135529968887568,0.01775709167122841,1.0,0.0,0.0,0.03172547556459904
AAPL,2011-03-11,Chronos-2,20,18,-0.0025113262100115996,-0.014413824304938316,0.0021876385435462,0.0184340737760067,1.0,0.0,0.0,0.032847898080945015
AAPL,2011-03-11,Chronos-2,20,19,0.00011884084913527104,-0.014522038400173187,0.0021414572838693857,0.018585611134767532,1.0,0.0,0.0,0.03310764953494072
AAPL,2011-03-11,Chronos-2,20,20,-0.008973043204864695,-0.013938544318079948,0.002142668468877673,0.017877457663416862,1.0,0.0,0.0,0.03181600198149681
AAPL,2011-07-05,Chronos-2,1,1,0.006645443727850697,-0.014851372689008713,0.0019574027974158525,0.019199764356017113,1.0,0.0,0.0,0.034051137045025826
AAPL,2011-07-05,Chronos-2,5,1,0.006645443727850697,-0.014851372689008713,0.0019574027974158525,0.019199764356017113,1.0,0.0,0.0,0.034051137045025826
AAPL,2011-07-05,Chronos-2,5,2,0.015347072903914238,-0.015549961477518082,0.0016068544937297702,0.01891397126019001,1.0,0.0,0.0,0.03446393273770809
