ticker,cutoff_date,horizon,model,last_price,prediction,actual,price_mae,return_abs_error,direction_hit
AAPL,2012-02-17,5,Chronos-LoRA-V5,15.018218040466309,15.198256310993022,15.72528839111328,0.5270320801202573,0.03509285047667965,1.0
AAPL,2012-02-17,10,Chronos-LoRA-V5,15.018218040466309,15.361842180628424,15.946621894836426,0.5847797142080022,0.038938022649047,1.0
AAPL,2012-02-17,20,Chronos-LoRA-V5,15.018218040466309,15.704663061871237,17.978675842285156,2.274012780413919,0.15141695068527006,1.0
AAPL,2012-06-12,1,Chronos-LoRA-V5,17.232736587524414,17.26738998782794,17.11309242248535,0.15429756534258843,0.008953747105627463,0.0
AAPL,2012-06-12,5,Chronos-LoRA-V5,17.232736587524414,17.394945433206058,17.569217681884766,0.17427224867870805,0.0101128597767155,1.0
AAPL,2012-06-12,10,Chronos-LoRA-V5,17.232736587524414,17.541249169495597,17.10921287536621,0.4320362941293858,0.025070672434124974,0.0
AAPL,2012-06-12,20,Chronos-LoRA-V5,17.232736587524414,17.840913274021283,18.078277587890625,0.23736431386934242,0.013774034823997638,1.0
AAPL,2012-10-03,1,Chronos-LoRA-V5,20.16904640197754,20.20594941652487,20.02937126159668,0.1765781549281904,0.00875490845768867,0.0
AAPL,2012-10-03,5,Chronos-LoRA-V5,20.16904640197754,20.340491383062336,19.25168800354004,1.0888033795222967,0.053983879942660185,0.0
AAPL,2012-10-03,10,Chronos-LoRA-V5,20.16904640197754,20.509647955876584,19.362823486328125,1.1468244695484593,0.0568606193218939,0.0
AAPL,2012-10-03,20,Chronos-LoRA-V5,20.16904640197754,20.830663507480626,17.32594108581543,3.504722421665196,0.17376738353487875,0.0
AAPL,2013-01-30,1,Chronos-LoRA-V5,13.784954071044922,13.795476283902682,13.744524002075195,0.050952281827486345,0.0036962242721222394,0.0
AAPL,2013-01-30,5,Chronos-LoRA-V5,13.784954071044922,13.81618523688481,13.800649642944336,0.015535593940473547,0.0011269964238114216,1.0
AAPL,2013-01-30,10,Chronos-LoRA-V5,13.784954071044922,13.848351077228761,14.174271583557127,0.3259205063283659,0.02364320582053714,1.0
AAPL,2013-01-30,20,Chronos-LoRA-V5,13.784954071044922,13.954394449274487,13.396982192993164,0.5574122562813226,0.040436279541341325,0.0
AAPL,2013-05-23,1,Chronos-LoRA-V5,13.508260726928713,13.523405169414906,13.600221633911133,0.07681646449622725,0.005686628800634086,1.0
AAPL,2013-05-23,5,Chronos-LoRA-V5,13.508260726928713,13.568455441786963,13.740154266357422,0.17169882457045915,0.01271065372821667,1.0
AAPL,2013-05-23,10,Chronos-LoRA-V5,13.508260726928713,13.617465792195816,13.498183250427246,0.11928254176856967,0.008830340499038525,0.0
AAPL,2013-05-23,20,Chronos-LoRA-V5,13.508260726928713,13.7118952372385,12.63325023651123,1.0786450007272688,0.07985076854320627,0.0
AAPL,2013-09-16,1,Chronos-LoRA-V5,13.842866897583008,13.853065416659293,14.002789497375488,0.14972408071619547,0.010815973441335114,1.0
AAPL,2013-09-16,5,Chronos-LoRA-V5,13.842866897583008,13.878959172801093,15.089012145996094,1.2100529731950012,0.08741346587723675,1.0
AAPL,2013-09-16,10,Chronos-LoRA-V5,13.842866897583008,13.908563229582011,14.66183853149414,0.7532753019121294,0.054416134135021776,1.0
AAPL,2013-09-16,20,Chronos-LoRA-V5,13.842866897583008,13.979587776777628,15.255081176757812,1.275493399980185,0.09214084115790255,1.0
AAPL,2014-01-08,1,Chronos-LoRA-V5,16.81100082397461,16.831134747331852,16.59632682800293,0.2348079193289223,0.013967515782526085,0.0
AAPL,2014-01-08,5,Chronos-LoRA-V5,16.81100082397461,16.898727141695726,17.240978240966797,0.34225109927107056,0.02035875810457277,1.0
AAPL,2014-01-08,10,Chronos-LoRA-V5,16.81100082397461,16.976729216691243,17.20447540283203,0.2277461861407879,0.013547449585273652,1.0
AAPL,2014-01-08,20,Chronos-LoRA-V5,16.81100082397461,17.145543122621653,15.948516845703123,1.19702627691853,0.07120493832891972,0.0
AAPL,2014-05-02,1,Chronos-LoRA-V5,18.44017219543457,18.44791361790905,18.7009391784668,0.2530255605577487,0.013721431550427265,1.0
AAPL,2014-05-02,5,Chronos-LoRA-V5,18.44017219543457,18.46488350844597,18.32286834716797,0.14201516127799962,0.007701401037521705,0.0
AAPL,2014-05-02,10,Chronos-LoRA-V5,18.44017219543457,18.488676312445747,18.69743156433105,0.20875525188530375,0.01132067801064185,1.0
AAPL,2014-05-02,20,Chronos-LoRA-V5,18.44017219543457,18.534927355146205,19.671876907348636,1.1369495522024309,0.06165612447393065,1.0
AAPL,2014-08-25,1,Chronos-LoRA-V5,22.352537155151367,22.387608256657565,22.20945167541504,0.17815658124252565,0.00797030690547218,0.0
AAPL,2014-08-25,5,Chronos-LoRA-V5,22.352537155151367,22.50446193782464,22.739978790283203,0.2355168524585629,0.010536470684460397,1.0
AAPL,2014-08-25,10,Chronos-LoRA-V5,22.352537155151367,22.636590569151096,21.57106208801269,1.0655284811384043,0.04766924102362324,0.0
AAPL,2014-08-25,20,Chronos-LoRA-V5,22.352537155151367,22.928490448945425,22.594688415527344,0.3338020334180811,0.014933518781385935,1.0
AAPL,2014-12-16,1,Chronos-LoRA-V5,23.601348876953125,23.636459114299402,24.18944931030273,0.5529901960033285,0.02343044878012579,1.0
AAPL,2014-12-16,5,Chronos-LoRA-V5,23.601348876953125,23.776306637740646,24.881458282470703,1.1051516447300571,0.04682578315721786,1.0
AAPL,2014-12-16,10,Chronos-LoRA-V5,23.601348876953125,23.945761850508372,24.403905868530277,0.45814401802190474,0.019411772624118306,1.0
AAPL,2014-12-16,20,Chronos-LoRA-V5,23.601348876953125,24.271547654853066,23.616817474365234,0.6547301804878316,0.027741218686325952,1.0
AAPL,2015-04-13,1,Chronos-LoRA-V5,28.15593910217285,28.210619338132236,28.03385162353516,0.17676771459707652,0.0062781679543920665,0.0
AAPL,2015-04-13,5,Chronos-LoRA-V5,28.15593910217285,28.400858566079226,28.322404861450195,0.07845370462903034,0.0027863998549058078,1.0
AAPL,2015-04-13,10,Chronos-LoRA-V5,28.15593910217285,28.626316369563234,29.443321228027344,0.8170048584641094,0.02901714112604603,1.0
AAPL,2015-04-13,20,Chronos-LoRA-V5,28.15593910217285,29.0689853555872,28.155412673950195,0.9135726816370031,0.03244689080771945,0.0
AAPL,2015-08-04,1,Chronos-LoRA-V5,25.552064895629883,25.60596207202235,25.721454620361328,0.11549254833897749,0.004519891007271681,1.0
AAPL,2015-08-04,5,Chronos-LoRA-V5,25.552064895629883,25.801252739877715,25.41024780273437,0.39100493714334306,0.01530228334737116,0.0
AAPL,2015-08-04,10,Chronos-LoRA-V5,25.552064895629883,26.036814227977356,26.08417510986328,0.047360881885925465,0.0018535050720704938,1.0
AAPL,2015-08-04,20,Chronos-LoRA-V5,25.552064895629883,26.426068798195505,24.118350982666016,2.3077178155294895,0.09031433760659302,0.0
AAPL,2015-11-24,1,Chronos-LoRA-V5,26.730987548828125,26.76411145145234,26.53985595703125,0.22425549442109016,0.008389345661526937,0.0
AAPL,2015-11-24,5,Chronos-LoRA-V5,26.730987548828125,26.87981262841004,26.146358489990234,0.7334541384198054,0.027438347987706835,0.0
AAPL,2015-11-24,10,Chronos-LoRA-V5,26.730987548828125,27.017452023542234,25.997947692871094,1.0195043306711398,0.03813941886018468,0.0
AAPL,2015-11-24,20,Chronos-LoRA-V5,26.730987548828125,27.30974827163997,24.421710968017575,2.888037303622397,0.1080408008999656,0.0
AAPL,2016-03-21,1,Chronos-LoRA-V5,23.94382095336914,23.967953138334796,24.12693977355957,0.15898663522477463,0.0066399859710946085,1.0
AAPL,2016-03-21,5,Chronos-LoRA-V5,23.94382095336914,24.04751322111757,24.343969345092773,0.2964561239752044,0.012381320615141522,1.0
AAPL,2016-03-21,10,Chronos-LoRA-V5,23.94382095336914,24.135127942479965,24.825519561767575,0.6903916192876096,0.02883381147195152,1.0
AAPL,2016-03-21,20,Chronos-LoRA-V5,23.94382095336914,24.312294302389866,24.169897079467773,0.14239722292209223,0.005947138645891803,1.0
AAPL,2016-07-13,1,Chronos-LoRA-V5,22.033416748046875,22.05254154797843,22.470129013061523,0.41758746508309486,0.01895246070358625,1.0
AAPL,2016-07-13,5,Chronos-LoRA-V5,22.033416748046875,22.112646699707984,22.736248016357425,0.6236013166494416,0.028302524469098644,1.0
AAPL,2016-07-13,10,Chronos-LoRA-V5,22.033416748046875,22.178300861864685,23.41634178161621,1.2380409197515263,0.056189239004943214,1.0
AAPL,2016-07-13,20,Chronos-LoRA-V5,22.033416748046875,22.308419063175155,24.69804573059082,2.3896266674156657,0.10845465752049055,1.0
AAPL,2016-11-02,1,Chronos-LoRA-V5,25.519027709960938,25.541214203498008,25.245494842529297,0.295719360968711,0.011588190754355465,0.0
AAPL,2016-11-02,5,Chronos-LoRA-V5,25.519027709960938,25.608772412363916,25.48684310913086,0.12192930323305617,0.004777976050610366,0.0
AAPL,2016-11-02,10,Chronos-LoRA-V5,25.519027709960938,25.68829048111388,25.282276153564453,0.40601432754942834,0.015910258500599017,0.0
AAPL,2016-11-02,20,Chronos-LoRA-V5,25.519027709960938,25.85940703868553,25.167341232299805,0.6920658063857239,0.027119599314341714,0.0
AAPL,2017-02-28,1,Chronos-LoRA-V5,31.625022888183597,31.670771594052017,32.27140808105469,0.6006364870026708,0.01899244434150571,1.0
AAPL,2017-02-28,5,Chronos-LoRA-V5,31.625022888183597,31.839612049477424,32.20907974243164,0.3694676929542169,0.011682764444488791,1.0
AAPL,2017-02-28,10,Chronos-LoRA-V5,31.625022888183597,32.03686428647905,32.08672332763672,0.04985904115766715,0.0015765693303670947,1.0
AAPL,2017-02-28,20,Chronos-LoRA-V5,31.625022888183597,32.44131316176801,33.19712829589844,0.7558151341304296,0.023899275482037075,1.0
AAPL,2017-06-21,1,Chronos-LoRA-V5,33.814002990722656,33.842652283938946,33.75837707519531,0.08427520874363381,0.002492316830005503,0.0
AAPL,2017-06-21,5,Chronos-LoRA-V5,33.814002990722656,33.953502431531405,33.80473327636719,0.14876915516421718,0.004399631572903018,0.0
AAPL,2017-06-21,10,Chronos-LoRA-V5,33.814002990722656,34.08308235096076,33.08612823486328,0.9969541160974771,0.029483469211586844,0.0
AAPL,2017-06-21,20,Chronos-LoRA-V5,33.814002990722656,34.34476479311044,34.850196838378906,0.5054320452684635,0.014947418245841337,1.0
AAPL,2017-10-12,1,Chronos-LoRA-V5,36.30424118041992,36.345985459701396,36.53464126586914,0.1886558061677448,0.005196522500778622,1.0
AAPL,2017-10-12,5,Chronos-LoRA-V5,36.30424118041992,36.48433206450709,36.29957962036133,0.18475244414576508,0.0050890044286454605,0.0
AAPL,2017-10-12,10,Chronos-LoRA-V5,36.30424118041992,36.642924170033254,36.63238143920898,0.010542730824276703,0.00029039942666431173,1.0
AAPL,2017-10-12,20,Chronos-LoRA-V5,36.30424118041992,36.958945615292215,40.93071746826172,3.9717718529695034,0.1094024203186379,1.0
AAPL,2018-02-06,1,Chronos-LoRA-V5,38.0766487121582,38.14088384073851,37.26153564453125,0.8793481962072605,0.023094159437578754,0.0
AAPL,2018-02-06,5,Chronos-LoRA-V5,38.0766487121582,38.32619481574068,38.53910827636719,0.21291346062650973,0.005591706933980367,1.0
AAPL,2018-02-06,10,Chronos-LoRA-V5,38.0766487121582,38.58172216045307,40.11734390258789,1.535621742134822,0.04032975049205123,1.0
AAPL,2018-02-06,20,Chronos-LoRA-V5,38.0766487121582,39.026481832276374,41.045997619628906,2.019515787352532,0.05303817052333404,1.0
AAPL,2018-05-31,1,Chronos-LoRA-V5,43.9915657043457,44.04645216704071,44.784912109375,0.7384599423342877,0.016786398267732983,1.0
AAPL,2018-05-31,5,Chronos-LoRA-V5,43.9915657043457,44.24169168112744,45.54291534423828,1.3012236631108394,0.0295789350134974,1.0
AAPL,2018-05-31,10,Chronos-LoRA-V5,43.9915657043457,44.47359537105015,44.91673278808594,0.4431374170357856,0.010073235856481677,1.0
AAPL,2018-05-31,20,Chronos-LoRA-V5,43.9915657043457,45.01042161113416,43.669044494628906,1.3413771165052566,0.030491688464108324,0.0
AAPL,2018-09-21,1,Chronos-LoRA-V5,51.41961288452149,51.496219002912134,52.1590461730957,0.6628271701835686,0.012890551542504847,1.0
AAPL,2018-09-21,5,Chronos-LoRA-V5,51.41961288452149,51.77920170267685,53.32841873168945,1.5492170290126026,0.030128912726197443,1.0
AAPL,2018-09-21,10,Chronos-LoRA-V5,51.41961288452149,52.14587570806767,52.985877990722656,0.8400022826549858,0.01633622338895213,1.0
AAPL,2018-09-21,20,Chronos-LoRA-V5,51.41961288452149,52.86972118301355,51.80940628051758,1.0603149024959748,0.020620826237592205,1.0
AAPL,2019-01-17,1,Chronos-LoRA-V5,36.948577880859375,36.997228352335014,37.1761474609375,0.17891910860248572,0.004842381462675238,1.0
AAPL,2019-01-17,5,Chronos-LoRA-V5,36.948577880859375,37.173997756954456,37.39898300170898,0.22498524475452086,0.0060891449051161395,1.0
AAPL,2019-01-17,10,Chronos-LoRA-V5,36.948577880859375,37.35507434841448,39.47565460205078,2.120580253636298,0.057392743517060474,1.0
AAPL,2019-01-17,20,Chronos-LoRA-V5,36.948577880859375,37.78844960237238,40.573463439941406,2.785013837569025,0.07537540000996246,1.0
AAPL,2019-05-13,1,Chronos-LoRA-V5,44.38636016845703,44.445465987356776,45.0890007019043,0.6435347145475205,0.014498479084681604,1.0
AAPL,2019-05-13,5,Chronos-LoRA-V5,44.38636016845703,44.630750314308344,43.75779342651367,0.8729568877946718,0.019667233007653384,0.0
AAPL,2019-05-13,10,Chronos-LoRA-V5,44.38636016845703,44.883004710507585,42.59627532958984,2.2867293809177482,0.051518740717622635,0.0
AAPL,2019-05-13,20,Chronos-LoRA-V5,44.38636016845703,45.32925881148518,46.55883026123047,1.2295714497452863,0.027701560683929927,1.0
AAPL,2019-09-04,1,Chronos-LoRA-V5,50.18555450439453,50.26010863012114,51.16675567626953,0.9066470461483931,0.018065896752600397,1.0
AAPL,2019-09-04,5,Chronos-LoRA-V5,50.18555450439453,50.536942507247076,53.640167236328125,3.103224729081049,0.06183501925458068,1.0
AAPL,2019-09-04,10,Chronos-LoRA-V5,50.18555450439453,50.86801675387575,53.44345474243164,2.5754379885558905,0.05131831288882882,1.0
AAPL,2019-09-04,20,Chronos-LoRA-V5,50.18555450439453,51.483091942409374,52.529415130615234,1.0463231882058608,0.020849090909501378,1.0
AAPL,2019-12-26,1,Chronos-LoRA-V5,69.75943756103516,69.94234618252666,69.73295593261719,0.2093902499094753,0.0030016046176729594,0.0
AAPL,2019-12-26,5,Chronos-LoRA-V5,69.75943756103516,70.59978929933831,71.56892395019531,0.9691346508570007,0.01389252386114892,1.0
AAPL,2019-12-26,10,Chronos-LoRA-V5,69.75943756103516,71.39792983387282,74.6729736328125,3.2750437989396772,0.04694768067867838,1.0
AAPL,2019-12-26,20,Chronos-LoRA-V5,69.75943756103516,72.92635856860652,74.3409194946289,1.4145609260223893,0.020277699698836305,1.0
AAPL,2020-04-21,1,Chronos-LoRA-V5,64.72962188720703,64.89215169214638,66.59407043457031,1.7019187424239277,0.026292734188831712,1.0
AAPL,2020-04-21,5,Chronos-LoRA-V5,64.72962188720703,65.38320594862219,67.1922378540039,1.8090319053817154,0.027947512323399648,1.0
AAPL,2020-04-21,10,Chronos-LoRA-V5,64.72962188720703,65.93406718804029,71.77012634277344,5.8360591547331495,0.09016056304025111,1.0
AAPL,2020-04-21,20,Chronos-LoRA-V5,64.72962188720703,67.04396373315356,75.73241424560547,8.688450512451908,0.13422680774486428,1.0
AAPL,2020-08-12,1,Chronos-LoRA-V5,109.52227020263672,109.93183470226354,111.46053314208984,1.5286984398263002,0.013957877580494937,1.0
AAPL,2020-08-12,5,Chronos-LoRA-V5,109.52227020263672,111.5282948297561,112.1364974975586,0.6082026678024874,0.005553232841843059,1.0
AAPL,2020-08-12,10,Chronos-LoRA-V5,109.52227020263672,113.3753340546085,122.61774444580078,9.24241039119228,0.0843884113622928,1.0
AAPL,2020-08-12,20,Chronos-LoRA-V5,109.52227020263672,117.04930663446243,109.9874496459961,7.061856988466332,0.06447873090468792,1.0
AAPL,2020-12-03,1,Chronos-LoRA-V5,119.3513412475586,119.79874751041417,118.68151092529295,1.1172365851212192,0.009360905151487464,0.0
AAPL,2020-12-03,5,Chronos-LoRA-V5,119.3513412475586,121.42756169697928,119.64259338378906,1.7849683131902196,0.014955578165542605,1.0
AAPL,2020-12-03,10,Chronos-LoRA-V5,119.3513412475586,123.30308258113101,124.94320678710938,1.640124205978367,0.013741983867415541,1.0
AAPL,2020-12-03,20,Chronos-LoRA-V5,119.3513412475586,126.94698690587452,125.63253021240234,1.3144566934721809,0.011013338264425077,1.0
AAPL,2021-03-30,1,Chronos-LoRA-V5,116.57402801513672,116.89204342641668,118.76164245605467,1.869599029637996,0.01603786933908835,1.0
AAPL,2021-03-30,5,Chronos-LoRA-V5,116.57402801513672,118.08502268490653,124.35212707519533,6.267104390288793,0.05376072609822691,1.0
AAPL,2021-03-30,10,Chronos-LoRA-V5,116.57402801513672,119.48299187231989,128.3675537109375,8.884561838617614,0.07621390450250187,1.0
AAPL,2021-03-30,20,Chronos-LoRA-V5,116.57402801513672,122.23846420283004,129.8745880126953,7.636123809865268,0.06550450336050617,1.0
AAPL,2021-07-22,1,Chronos-LoRA-V5,142.9702606201172,143.38587845971318,144.6843719482422,1.2984934885290045,0.009082262862898371,1.0
AAPL,2021-07-22,5,Chronos-LoRA-V5,142.9702606201172,144.88451734136638,141.8405303955078,3.0439869458585633,0.02129104984949759,0.0
AAPL,2021-07-22,10,Chronos-LoRA-V5,142.9702606201172,146.70827237793108,143.2234649658203,3.4848074121107686,0.024374351679823603,1.0
AAPL,2021-07-22,20,Chronos-LoRA-V5,142.9702606201172,150.42675018823203,143.08692932128906,7.339820866942972,0.051338095315119014,1.0
AAPL,2021-11-11,1,Chronos-LoRA-V5,144.4385986328125,144.68676458633334,146.50941467285156,1.8226500865182231,0.012618857450643839,1.0
AAPL,2021-11-11,5,Chronos-LoRA-V5,144.4385986328125,145.62251925932287,154.20655822753906,8.584038968216191,0.059430367294259545,1.0
AAPL,2021-11-11,10,Chronos-LoRA-V5,144.4385986328125,146.71906462452677,153.17117309570312,6.452108471176359,0.04467025111188394,1.0
AAPL,2021-11-11,20,Chronos-LoRA-V5,144.4385986328125,148.86892037958663,175.28582763671875,26.416907257132124,0.18289368290181485,1.0
AAPL,2022-03-08,1,Chronos-LoRA-V5,153.9824981689453,154.21848149851152,159.3714599609375,5.152978462425978,0.03346470231163723,1.0
AAPL,2022-03-08,5,Chronos-LoRA-V5,153.9824981689453,155.01341018885017,151.68409729003906,3.3293128988111107,0.021621372158531105,0.0
AAPL,2022-03-08,10,Chronos-LoRA-V5,153.9824981689453,155.88020294693936,165.11257934570312,9.232376398763762,0.0599573101394566,1.0
AAPL,2022-03-08,20,Chronos-LoRA-V5,153.9824981689453,157.80764772581725,171.21554565429688,13.407897928479628,0.08707416808999202,1.0
AAPL,2022-06-30,1,Chronos-LoRA-V5,133.9139862060547,134.069234433726,136.07862854003906,2.009394106313067,0.015005110095230645,1.0
AAPL,2022-06-30,5,Chronos-LoRA-V5,133.9139862060547,134.5638485636054,144.02215576171875,9.458307198113346,0.0706297188671523,1.0
AAPL,2022-06-30,10,Chronos-LoRA-V5,133.9139862060547,135.15670406776235,147.08792114257812,11.931217074815777,0.0890961236599821,1.0
AAPL,2022-06-30,20,Chronos-LoRA-V5,133.9139862060547,136.32839182925179,159.1746368408203,22.846245011568527,0.17060387535932797,1.0
AAPL,2022-10-21,1,Chronos-LoRA-V5,144.44781494140625,144.53851976828693,146.5860137939453,2.0474940256583807,0.014174627885433333,1.0
AAPL,2022-10-21,5,Chronos-LoRA-V5,144.44781494140625,144.7334467841115,152.7555389404297,8.022092156318195,0.055536265187343004,1.0
AAPL,2022-10-21,10,Chronos-LoRA-V5,144.44781494140625,144.91519253689512,135.95333862304688,8.961853913848245,0.062042156314261576,0.0
AAPL,2022-10-21,20,Chronos-LoRA-V5,144.44781494140625,145.56622921673898,148.636962890625,3.070733673886025,0.021258429385945687,1.0
AAPL,2023-02-15,1,Chronos-LoRA-V5,152.839111328125,152.97654398947145,151.24510192871094,1.7314420607605143,0.011328527401885613,0.0
AAPL,2023-02-15,5,Chronos-LoRA-V5,152.839111328125,153.328022581849,147.0041961669922,6.323826414856825,0.04137570782703914,0.0
AAPL,2023-02-15,10,Chronos-LoRA-V5,152.839111328125,153.6080773326398,143.57015991210938,10.03791742053042,0.06567636603814286,0.0
AAPL,2023-02-15,20,Chronos-LoRA-V5,152.839111328125,154.20767901943486,153.3507537841797,0.8569252352551757,0.0056067143272997555,1.0
AAPL,2023-06-09,1,Chronos-LoRA-V5,178.30438232421875,178.55754064507192,181.0928497314453,2.5353090863733883,0.014218994807224217,1.0
AAPL,2023-06-09,5,Chronos-LoRA-V5,178.30438232421875,179.41464398192707,182.20628356933597,2.791639587408895,0.015656595485873837,1.0
AAPL,2023-06-09,10,Chronos-LoRA-V5,178.30438232421875,180.4178620273375,182.55111694335935,2.133254916021855,0.011964119379538563,1.0
AAPL,2023-06-09,20,Chronos-LoRA-V5,178.30438232421875,182.27282593194613,185.31988525390625,3.04705932196012,0.017089088233510186,1.0
AAPL,2023-10-03,1,Chronos-LoRA-V5,170.09939575195312,170.2512893272676,171.3425750732422,1.0912857459745737,0.0064155768522888845,1.0
AAPL,2023-10-03,5,Chronos-LoRA-V5,170.09939575195312,170.80533970141158,176.0094451904297,5.204105489018104,0.03059449721154195,1.0
AAPL,2023-10-03,10,Chronos-LoRA-V5,170.09939575195312,171.4194196852522,174.78599548339844,3.3665757981462434,0.01979181515174533,1.0
AAPL,2023-10-03,20,Chronos-LoRA-V5,170.09939575195312,172.78618589250127,168.4911651611328,4.295020731368453,0.025250064601238464,0.0
AAPL,2024-01-26,1,Chronos-LoRA-V5,190.1023406982422,190.20713509442368,189.420654296875,0.786480797548677,0.004137144206956878,0.0
AAPL,2024-01-26,5,Chronos-LoRA-V5,190.1023406982422,190.51057873254072,183.61148071289065,6.899098019650069,0.036291494330421226,0.0
AAPL,2024-01-26,10,Chronos-LoRA-V5,190.1023406982422,190.8326907420354,186.81344604492188,4.019244697113521,0.021142531345752502,0.0
AAPL,2024-01-26,20,Chronos-LoRA-V5,190.1023406982422,191.19762299432128,179.20635986328125,11.991263131040029,0.06307793521634897,0.0
AAPL,2024-05-20,1,Chronos-LoRA-V5,189.23611450195312,189.3930401719051,190.53375244140625,1.1407122695011367,0.00602798399503901,1.0
AAPL,2024-05-20,5,Chronos-LoRA-V5,189.23611450195312,189.7910173666655,188.19602966308597,1.594987703579534,0.008428558722933799,0.0
AAPL,2024-05-20,10,Chronos-LoRA-V5,189.23611450195312,190.186363359577,192.514892578125,2.328529218547999,0.012304888127070202,1.0
AAPL,2024-05-20,20,Chronos-LoRA-V5,189.23611450195312,190.85854542197217,212.2666015625,21.408056140527833,0.11312880840357176,1.0
AAPL,2024-09-12,1,Chronos-LoRA-V5,220.92193603515625,221.11159182412072,220.65419006347656,0.45740176064416005,0.002070422561258778,0.0
AAPL,2024-09-12,5,Chronos-LoRA-V5,220.92193603515625,221.674584268049,226.9713287353516,5.296744467302602,0.023975638464709625,1.0
AAPL,2024-09-12,10,Chronos-LoRA-V5,220.92193603515625,222.37138527818206,225.6325225830078,3.261137304825752,0.01476149160808915,1.0
AAPL,2024-09-12,20,Chronos-LoRA-V5,220.92193603515625,223.74610793548348,227.13992309570312,3.3938151602196456,0.015362056032677485,1.0
AAPL,2025-01-06,1,Chronos-LoRA-V5,243.23483276367188,243.61941254901586,240.4649353027344,3.154477246281459,0.012968854873456226,0.0
AAPL,2025-01-06,5,Chronos-LoRA-V5,243.23483276367188,245.02552701563812,231.5992889404297,13.426238075208431,0.05519866510342053,0.0
AAPL,2025-01-06,10,Chronos-LoRA-V5,243.23483276367188,246.6381202459726,222.2173614501953,24.42075879577729,0.1003999242966348,0.0
AAPL,2025-01-06,20,Chronos-LoRA-V5,243.23483276367188,249.82508621153676,230.79510498046875,19.029981231068007,0.07823707244084421,0.0
AAPL,2025-05-01,1,Chronos-LoRA-V5,212.0159454345703,212.3397894578506,204.0946807861328,8.245108671717787,0.03888909701964982,0.0
AAPL,2025-05-01,5,Chronos-LoRA-V5,212.0159454345703,213.48812180369472,196.28271484375,17.205406959944725,0.08115147624712238,0.0
AAPL,2025-05-01,10,Chronos-LoRA-V5,212.0159454345703,214.7144291090624,210.43296813964844,4.281460969413956,0.020194051728695372,0.0
AAPL,2025-05-01,20,Chronos-LoRA-V5,212.0159454345703,217.36696762717338,199.8839569091797,17.483010717993693,0.08246082945392941,0.0
AAPL,2025-08-25,1,Chronos-LoRA-V5,226.32395935058597,226.59284127766685,228.46604919433597,1.8732079166691165,0.008276666430032886,1.0
AAPL,2025-08-25,5,Chronos-LoRA-V5,226.32395935058597,227.45936406968568,228.8745574951172,1.4151934254315108,0.006252954523649601,1.0
AAPL,2025-08-25,10,Chronos-LoRA-V5,226.32395935058597,228.41279510299333,233.4875030517578,5.074707948764484,0.02242231871219391,1.0
AAPL,2025-08-25,20,Chronos-LoRA-V5,226.32395935058597,230.46021883535826,253.49359130859372,23.03337247323546,0.10177169283944765,1.0
AAPL,2025-12-16,1,Chronos-LoRA-V5,273.8645324707031,274.32353161855974,271.10205078125,3.221480837309741,0.011763045065553923,0.0
AAPL,2025-12-16,5,Chronos-LoRA-V5,273.8645324707031,275.9163118147932,271.62066650390625,4.2956453108869255,0.015685292550054797,0.0
AAPL,2025-12-16,10,Chronos-LoRA-V5,273.8645324707031,277.72115406810565,271.1220092773437,6.5991447907619545,0.02409638346092835,0.0
