ticker,cutoff_date,horizon,model,actual,p10,p50,p90,p10_breach,p90_breach
ENPH,2020-06-01,1,Chronos-LoRA-V3,56.95000076293945,55.948132649290564,60.04493627162688,64.36378599184182,0.0,0.0
ENPH,2020-06-01,5,Chronos-LoRA-V1,52.900001525878906,42.15570296219536,61.19617287572637,88.06566773605705,0.0,0.0
ENPH,2020-06-01,5,Chronos-LoRA-V2,52.900001525878906,44.85139513614715,61.57153355379157,83.77404134067024,0.0,0.0
ENPH,2020-06-01,5,Chronos-LoRA-V3,52.900001525878906,43.21616278152017,61.35424914175112,86.50500392440773,0.0,0.0
ENPH,2020-06-01,10,Chronos-LoRA-V1,50.45000076293945,29.730164150826994,62.76481278146396,129.75990195465147,0.0,0.0
ENPH,2020-06-01,10,Chronos-LoRA-V2,50.45000076293945,33.84908180924854,63.50687109079543,116.82815732507433,0.0,0.0
ENPH,2020-06-01,10,Chronos-LoRA-V3,50.45000076293945,31.202050777856698,63.01625114718083,125.02222520757864,0.0,0.0
ENPH,2020-06-01,20,Chronos-LoRA-V1,47.45000076293945,14.69923183067981,65.65071997881066,282.68489733554577,0.0,0.0
ENPH,2020-06-01,20,Chronos-LoRA-V2,47.45000076293945,19.025550795069666,67.08528104571059,228.2935515032352,0.0,0.0
ENPH,2020-06-01,20,Chronos-LoRA-V3,47.45000076293945,16.153099600251693,66.0299912083527,262.01078704622444,0.0,0.0
ENPH,2020-09-03,1,Chronos-LoRA-V1,66.16000366210938,64.19134953154837,68.19190170434977,72.33253545349652,0.0,0.0
ENPH,2020-09-03,1,Chronos-LoRA-V2,66.16000366210938,64.44561421026903,68.27864824572356,72.17159538426297,0.0,0.0
ENPH,2020-09-03,1,Chronos-LoRA-V3,66.16000366210938,64.41219289165349,68.25414349089695,72.2427695062545,0.0,0.0
ENPH,2020-09-03,5,Chronos-LoRA-V1,65.0999984741211,51.717826994941966,69.75992282083561,93.2531471014219,0.0,0.0
ENPH,2020-09-03,5,Chronos-LoRA-V2,65.0999984741211,52.8306137651945,70.17453306151342,92.20113314161377,0.0,0.0
ENPH,2020-09-03,5,Chronos-LoRA-V3,65.0999984741211,52.57101264755498,69.9118859353645,92.4387587515329,0.0,0.0
ENPH,2020-09-03,10,Chronos-LoRA-V1,68.2699966430664,39.5886595414695,71.8176187662088,127.52627476476583,0.0,0.0
ENPH,2020-09-03,10,Chronos-LoRA-V2,68.2699966430664,41.48444055281344,72.64921233449222,124.31302881264284,0.0,0.0
ENPH,2020-09-03,10,Chronos-LoRA-V3,68.2699966430664,40.78650322209395,72.07746060166053,125.4990274612893,0.0,0.0
ENPH,2020-09-03,20,Chronos-LoRA-V1,90.43000030517578,22.44663995941293,75.61117368611166,245.75705791507275,0.0,0.0
ENPH,2020-09-03,20,Chronos-LoRA-V2,90.43000030517578,25.0415244751368,77.24401862091231,227.8940661388922,0.0,0.0
ENPH,2020-09-03,20,Chronos-LoRA-V3,90.43000030517578,23.896226682029027,76.07643681183222,236.1067213725665,0.0,0.0
ENPH,2020-12-10,1,Chronos-LoRA-V1,139.91000366210938,124.94765495703113,132.17468595517644,139.62397389492705,0.0,1.0
ENPH,2020-12-10,1,Chronos-LoRA-V2,139.91000366210938,125.48317413909848,132.27064696628835,139.15633332647687,0.0,1.0
ENPH,2020-12-10,1,Chronos-LoRA-V3,139.91000366210938,125.45102487094056,132.28514202364826,139.3802065056683,0.0,1.0
ENPH,2020-12-10,5,Chronos-LoRA-V1,163.52000427246094,103.11896526332917,135.90002749381074,177.86810485368096,0.0,0.0
ENPH,2020-12-10,5,Chronos-LoRA-V2,163.52000427246094,105.05069711270225,136.59302011483476,175.91181681221352,0.0,0.0
ENPH,2020-12-10,5,Chronos-LoRA-V3,163.52000427246094,104.81475953861575,136.1840952602185,176.23675286971698,0.0,0.0
ENPH,2020-12-10,10,Chronos-LoRA-V1,181.38999938964844,81.52602353975288,140.73601571504278,238.61351454233812,0.0,0.0
ENPH,2020-12-10,10,Chronos-LoRA-V2,181.38999938964844,84.40055212914234,142.1583804468855,234.22746750261913,0.0,0.0
ENPH,2020-12-10,10,Chronos-LoRA-V3,181.38999938964844,83.78703194618775,141.23868319307493,235.2054223619959,0.0,0.0
ENPH,2020-12-10,20,Chronos-LoRA-V1,201.67999267578125,49.138498348079416,150.3075216651912,444.95701230277905,0.0,0.0
ENPH,2020-12-10,20,Chronos-LoRA-V2,201.67999267578125,53.44136026101299,153.36187269933868,420.35850506853257,0.0,0.0
ENPH,2020-12-10,20,Chronos-LoRA-V3,201.67999267578125,52.14624567366599,151.3044724362086,428.69062365361765,0.0,0.0
ENPH,2021-03-19,1,Chronos-LoRA-V1,161.11000061035156,145.65103630440709,155.97697036478255,166.59243794071133,0.0,0.0
ENPH,2021-03-19,1,Chronos-LoRA-V2,161.11000061035156,145.92238310133493,156.10186584066037,166.52783553968038,0.0,0.0
ENPH,2021-03-19,1,Chronos-LoRA-V3,161.11000061035156,146.4134855905833,156.13935673689534,166.20913456414465,0.0,0.0
ENPH,2021-03-19,5,Chronos-LoRA-V1,152.07000732421875,112.72290423649437,160.32135669027628,224.68463294042235,0.0,0.0
ENPH,2021-03-19,5,Chronos-LoRA-V2,152.07000732421875,114.48690469020285,161.0931564298406,223.72099701903954,0.0,0.0
ENPH,2021-03-19,5,Chronos-LoRA-V3,152.07000732421875,116.04234262476857,160.6909269187455,220.34666628500324,0.0,0.0
ENPH,2021-03-19,10,Chronos-LoRA-V1,149.4199981689453,82.92809419568921,166.20413044872774,322.0798279956066,0.0,0.0
ENPH,2021-03-19,10,Chronos-LoRA-V2,149.4199981689453,84.97661985290776,167.65230725366655,320.65964987791887,0.0,0.0
ENPH,2021-03-19,10,Chronos-LoRA-V3,149.4199981689453,86.89569821844348,166.7316916477103,312.2516469056761,0.0,0.0
